video,frames,pose_missing,hand_missing,face_missing,pose_detection,face_detection,left_hand_missing_rate,right_hand_missing_rate,both_hand_missing_rate,hand_detection_rate,usable,dataset
D0543T.npz,178,0.0,0.5746388443017657,0.0,1.0,1.0,0.10674157303370786,0.10674157303370786,0.10674157303370786,0.8932584269662921,False,VSL
D0533.npz,75,0.0,0.6634920634920635,0.0,1.0,1.0,0.29333333333333333,0.29333333333333333,0.29333333333333333,0.7066666666666667,False,VSL
D0544.npz,67,0.0,0.6375266524520256,0.0,1.0,1.0,0.23880597014925373,0.23880597014925373,0.23880597014925373,0.7611940298507462,False,VSL
D0534.npz,71,0.0,0.6579476861167002,0.0,1.0,1.0,0.28169014084507044,0.28169014084507044,0.28169014084507044,0.7183098591549295,False,VSL
D0180.npz,90,0.0,0.047619047619047616,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,VSL
D0549B.npz,60,0.0,0.4523809523809524,0.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,VSL
D0549T.npz,63,0.0,0.41043083900226757,0.0,1.0,1.0,0.36507936507936506,0.36507936507936506,0.36507936507936506,0.6349206349206349,False,VSL
D0535B.npz,191,0.0,0.581151832460733,0.0,1.0,1.0,0.12041884816753927,0.12041884816753927,0.12041884816753927,0.8795811518324608,False,VSL
D0535N.npz,77,0.0,0.6598639455782312,0.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,False,VSL
D0535T.npz,77,0.0,0.6598639455782312,0.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,False,VSL
D0536.npz,73,0.0,0.680365296803653,0.0,1.0,1.0,0.3287671232876712,0.3287671232876712,0.3287671232876712,0.6712328767123288,False,VSL
D0408.npz,112,0.0,0.047619047619047616,0.008928571428571428,1.0,0.9910714285714286,0.0,0.0,0.0,1.0,True,VSL
D0537.npz,80,0.0,0.6666666666666666,0.0,1.0,1.0,0.3,0.3,0.3,0.7,False,VSL
