dataset,frames,pose_missing,hand_missing,face_missing,pose_detection,face_detection,left_hand_missing_rate,right_hand_missing_rate,both_hand_missing_rate,hand_detection_rate,usable
ASL,65.64799666110184,0.0028473556020002567,0.3814798164675964,0.037868387119016675,0.9971526443979998,0.9621316128809833,0.19694828173727197,0.19694828173727197,0.19694828173727197,0.8030517182627281,0.3704507512520868
VSL,92.48165978908757,3.101218482081695e-05,0.2893060882585416,0.0096711018312562,0.9999689878151793,0.9903288981687439,0.1615812544435407,0.1615812544435407,0.1615812544435407,0.8384187455564593,0.5178817056396149
