dataset,Pose detection rate,Face detection rate,Hand detection rate,Pose missing ratio,Hand missing ratio,Face missing ratio,Left hand missing rate,Right hand missing rate,Both hands missing rate
ASL,0.9971526443979998,0.9621316128809833,0.8030517182627281,0.0028473556020002515,0.3814798164675964,0.03786838711901666,0.1969482817372719,0.1969482817372719,0.1969482817372719
VSL,0.9999689878151793,0.9903288981687439,0.8384187455564593,3.1012184820816916e-05,0.28930608825854154,0.009671101831256194,0.16158125444354068,0.16158125444354068,0.16158125444354068
