dataset,gloss,num_samples,mean_total_motion,mean_velocity,motion_variance_mean,acceleration_mean,trajectory_length_mean,direction_change_mean,motion_complexity_score
VSL,hàng đơn vị,1.0,13.904051905497909,6.410837322015029,0.0319507978856563,2.8212304366752505,13.904051954392344,66.0,0.047859434
VSL,nấu nướng,1.0,14.73952460172586,4.9634105690409625,0.0423437617719173,2.985731277106838,14.739524596370757,79.0,0.047849998
VSL,nhút nhát,1.0,14.38333383249119,5.071394163633094,0.0557239651679992,3.092090231410804,14.383333808276802,73.0,0.047847215
VSL,ngô,2.0,12.803073090384714,5.995438881975133,0.0729131698608398,3.7314893120219774,12.803073090384714,32.5,0.047828585
VSL,Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a),1.0,13.099530317820609,6.231633507306614,0.085050418972969,3.0875639569374824,13.099530317820609,29.0,0.047798205
VSL,ghen tị,3.0,12.78051457561863,5.706276444327433,0.039212392643094,3.9299591309147126,12.78051457561863,32.0,0.04776113
VSL,lựu,1.0,13.890814201906323,6.213547619865902,0.0404863432049751,2.8254035616462883,13.890814236132428,69.0,0.04772395
VSL,bánh bột lọc,1.0,11.7989016585052,7.85806832048628,0.0348919853568077,3.691884306344119,11.798901610076427,33.0,0.047702104
VSL,đầu tàu,1.0,13.7779608592391,6.163066798181676,0.0403529182076454,2.964421951409542,13.777960865292698,59.0,0.047689006
VSL,rình mò,1.0,15.578191919252276,4.7159434386877095,0.0313331000506877,2.391231903008052,15.57819194952026,74.0,0.04765558
VSL,kiên trì (giống_ kiên nhẫn),1.0,12.999067021533849,5.646116343961245,0.0553667284548282,3.948871756301207,12.999067021533849,35.0,0.047653828
VSL,trả (đt),1.0,11.34311537630856,6.295428866589511,0.0703395828604698,4.91015857907961,11.34311537630856,26.0,0.04764418
VSL,con cua,1.0,13.055586769245563,6.210728975515517,0.060691699385643,3.3768626316901176,13.055586710339412,66.0,0.047635
VSL,dễ thương,1.0,12.101606688462198,6.1472058675046695,0.0740764811635017,4.203378039187398,12.101606688462198,22.0,0.047603518
VSL,dấu chấm hỏi,1.0,10.826246451586483,5.499366111674552,0.0771226659417152,5.9464515591489855,10.826246451586483,20.0,0.047596347
VSL,vô duyên,3.0,12.306947178362558,6.718498555710748,0.0565524585545063,3.731470623278952,12.306947178362558,20.666666666666668,0.047569413
VSL,chim chích chòe,1.0,13.38620117935352,5.210187521170486,0.0567037276923656,3.8367573360079215,13.38620117935352,49.0,0.047539752
VSL,hệ bài tiết,1.0,10.960218012332916,6.988887835056223,0.0806656405329704,4.560395049012226,10.960218012332916,17.0,0.047497317
VSL,chú tễu,1.0,10.5068384911865,8.286577369037428,0.0511731281876564,4.359894365877719,10.5068384911865,20.0,0.047494035
VSL,gù lưng,1.0,12.710192437283697,5.771582733049537,0.0562161244451999,4.037269226862834,12.710192437283697,28.0,0.04744053
VSL,bản làng,1.0,14.161073325201867,5.977568407083901,0.0408221967518329,2.6061840329851425,14.161073277471589,81.0,0.047424834
VSL,mạnh bạo (giống_ mạnh dạn),1.0,11.26400674507022,7.182601563473965,0.0772807672619819,4.109776805276456,11.26400674507022,15.0,0.047412727
VSL,Lạc Long Quân,1.0,10.881009843200443,6.938379935761716,0.1016096547245979,4.3814462812050525,10.881009843200443,23.0,0.04740407
VSL,tỉnh,1.0,14.681042541284114,5.028466758344854,0.0356691963970661,2.8819411278647533,14.681042505893856,43.0,0.04740214
VSL,đun nấu,1.0,11.370623037219048,7.572834785779317,0.0299239419400692,4.270068314942447,11.370623147115111,38.0,0.04739004
VSL,bạn trai,3.0,12.682372571357217,5.266113555454955,0.0409082335730393,3.3335222862557408,12.682372600926708,38.0,0.047358777
VSL,bưu tá,1.0,12.79627237468958,7.10193098032916,0.0203911457210779,3.30214524269104,12.796272268984469,50.0,0.047328662
VSL,Trần Quốc Toản,1.0,14.699945317581296,5.244730332068035,0.0247782077640295,2.780743503426931,14.69994529057294,81.0,0.047293503
VSL,bố mẹ,1.0,11.514945812523363,7.079034369725448,0.1265979558229446,3.2722322438892566,11.514945812523363,26.0,0.04727128
VSL,cha,1.0,10.543039361014962,7.348253111506617,0.0617115050554275,4.824943064224152,10.543039361014962,19.0,0.047254603
VSL,100,1.0,10.425600189715624,7.574672369342862,0.0844858810305595,4.443045857362449,10.425600189715624,11.0,0.047156703
VSL,khờ dại,1.0,14.028564097359776,5.460208514294067,0.0407609865069389,2.9969729969376013,14.02856392459944,88.0,0.047083493
VSL,dặn dò,1.0,12.337326265871525,6.2669434037248966,0.0435945615172386,4.004453108228486,12.337326265871525,20.0,0.047038715
VSL,anh ruột,3.0,13.256760565098377,4.763481191470411,0.0366192857424418,2.9522864562373203,13.256760565098377,40.0,0.047026772
VSL,ma túy,1.0,12.3236799959559,6.3679428053056375,0.0925299078226089,3.328098181308361,12.323680066503584,51.0,0.047016993
VSL,pha lê,1.0,12.53042201558128,7.510734793245792,0.0496630445122718,2.753532196794237,12.530421992763875,42.0,0.047016237
VSL,khó khăn,2.0,11.400720666628333,6.412728465840492,0.0667957328259944,4.46676075631922,11.400720666628333,21.0,0.047007594
VSL,1 000 000 000 (một tỉ),3.0,12.743768869588772,5.178722024974177,0.044848925123612,4.408602150007226,12.743768869588772,22.0,0.046980496
VSL,nhân viên,1.0,13.20936044631526,5.2784602985779445,0.0439945012331008,3.871221407039745,13.20936044631526,41.0,0.04697177
VSL,thủy chung,1.0,14.86553901899606,4.950224386983448,0.0246326401829719,2.651165810863624,14.86553905904293,55.0,0.04683965
VSL,dấu ngã,3.0,12.96172802709043,5.533930632680352,0.033225817605853,3.839848654517145,12.96172802709043,40.333333333333336,0.046810877
VSL,rửa bát,1.0,14.841825112700462,4.782897714325177,0.0375776551663875,2.6340691275570705,14.84182506770594,87.0,0.046810407
VSL,tự giác,1.0,12.545066534075886,5.9678672552108765,0.0375117547810077,3.9933926323729176,12.545066534075886,33.0,0.04677962
VSL,gương,1.0,13.023348867427558,5.739849348497741,0.0458289012312889,3.576909173780413,13.023348867427558,36.0,0.04674745
VSL,má (giống_ mẹ),1.0,11.648466002196074,6.982090354561806,0.0740924328565597,3.616982095703787,11.648466002196074,20.0,0.046708923
VSL,ấm đun nước,1.0,12.32851918041706,6.482205460991776,0.0471770986914634,3.6513150025691306,12.32851918041706,20.0,0.046692744
VSL,hạt,1.0,11.560409862548113,7.371605829989656,0.0460372418165206,3.733109204665474,11.560409904457629,40.0,0.046680894
VSL,nước Việt nam,3.0,11.902047803858297,5.834106821251452,0.0644219194849332,3.646273905882152,11.902047803858297,29.666666666666668,0.04667632
VSL,màu đen,1.0,12.415782424039207,6.644660566401269,0.0841832756996154,2.973386018520052,12.415782424039207,28.0,0.046673056
VSL,5,1.0,11.265937846153976,5.821381907653192,0.0710358321666717,4.929830410762837,11.265937846153976,39.0,0.046672
VSL,9,1.0,10.63532605743967,6.129629077103275,0.0846157073974609,5.1336031293167785,10.63532605743967,36.0,0.046627283
VSL,ích lợi,1.0,11.28336637909524,6.503124675355279,0.0897098928689956,4.117561162686815,11.28336637909524,30.0,0.046598494
VSL,chứng cớ,1.0,11.584862116724253,7.547789284068605,0.0657969489693641,3.265024223592546,11.584862149320545,43.0,0.04653549
VSL,hướng dẫn,1.0,12.543418609537184,6.961597091621822,0.0740603357553482,2.638732893287011,12.543418632354587,50.0,0.04648019
VSL,con số,1.0,11.64883170556277,5.917211493698217,0.0582015141844749,4.541610586232152,11.64883170556277,31.0,0.04646894
VSL,Lâm Đồng,1.0,13.379279175773265,5.896720383097144,0.0369995459914207,3.0857801899981143,13.379279099870471,69.0,0.04646824
VSL,hàng trăm nghìn,1.0,13.250506361946464,5.839965698473594,0.0337215028703212,3.2847215893553265,13.25050623435527,57.0,0.046434265
VSL,nến,1.0,12.486993085592983,6.682770962161677,0.0401203371584415,3.2970815268429843,12.486993131227791,56.0,0.04640247
VSL,Cao Bằng,1.0,13.972687738016248,5.736458156206837,0.0422202907502651,2.451080432368649,13.972687677713113,68.0,0.046232324
VSL,thổi,1.0,12.888440985232592,6.332238810961364,0.0279038455337286,3.2422320663928987,12.888440985232592,27.0,0.046223108
VSL,truyền thống,1.0,12.184748288244007,6.639579956098037,0.035318024456501,3.606783776371568,12.184748278930783,45.0,0.04620412
VSL,đăng ký,1.0,11.766603955533355,7.503087557693745,0.053912304341793,3.116786183222481,11.766604009084404,39.0,0.04619429
VSL,luật lệ,1.0,11.78886024095118,6.794464118778706,0.040656141936779,3.803402313414742,11.788860225584358,46.0,0.04617439
VSL,Bra-xin (nước Bra-xin),3.0,12.499883296744278,6.408438982157164,0.0496063902974128,3.2685353243680315,12.49988330481574,33.0,0.04613928
VSL,điều khiển,1.0,11.628398293629289,6.970061802864075,0.0392673723399639,3.799297736615551,11.628398342058064,53.0,0.04607163
VSL,lửa,1.0,12.583531901240349,7.115630998926343,0.0240496546030044,2.879400853927319,12.583531982265413,54.0,0.045986082
VSL,gieo xúc xắc,1.0,11.55555571615696,5.772000010559956,0.0881732553243637,4.168114842247155,11.55555571615696,34.0,0.045978118
VSL,hàng chục,1.0,13.173768016975371,6.266949538791937,0.0327695198357105,2.8163120424555195,13.173768148291856,60.0,0.04591854
VSL,chia đều,1.0,14.686973348259926,5.434179997370567,0.0219820495694875,2.081826611235738,14.686973262578247,52.0,0.04590921
VSL,chữ hoa,1.0,12.724468171596529,6.053211129373974,0.0483195297420024,3.2069968735018084,12.724468171596529,34.0,0.045837138
VSL,làm quen,1.0,12.025310464203358,6.435688291011112,0.0784893855452537,3.215969371253794,12.025310464203358,33.0,0.04578923
VSL,con lươn,1.0,11.337865581735969,5.961330261669661,0.0793615281581878,4.232720675212996,11.337865581735969,30.0,0.045715448
VSL,ngón tay,1.0,13.71081355586648,5.628946185520251,0.0305777639150619,2.649172963367568,13.710813560523093,70.0,0.045558006
VSL,chia sẻ,1.0,12.552144291810691,5.699814453495272,0.0541586801409721,3.438246167393831,12.55214431299828,74.0,0.045499157
VSL,nốt ruồi,1.0,12.229191660648212,5.389836248229532,0.0636693909764289,3.854018550310562,12.229191660648212,29.0,0.0454224
VSL,mục tiêu,1.0,14.832063860842029,4.630384855360414,0.0291003305464983,2.247402101206152,14.832063979585657,83.0,0.045375243
VSL,cuộc đời,1.0,11.51297743152827,6.635460118261667,0.0261747520416975,4.023122602818059,11.51297746412456,54.0,0.045343608
VSL,trộm cắp,1.0,12.962035914883018,5.04509362694505,0.0346776992082595,3.705553290875335,12.962035914883018,30.0,0.045327347
VSL,giận dữ,1.0,11.100754962768406,6.653792378753423,0.049586534500122,4.125579644222649,11.100754962768406,31.0,0.04532504
VSL,Quy Nhơn,1.0,12.86217575520277,5.840596963736144,0.0389088168740272,3.113036020902487,12.862175720976666,68.0,0.045285795
VSL,về 4 (từ nơi khác về),1.0,13.393790394999089,4.613929759325652,0.063569501042366,3.22699343466333,13.393790394999089,41.0,0.045261186
VSL,hút thuốc lá,1.0,13.355454517994076,5.00328703476116,0.0431285984814167,3.1724514689009924,13.355454517994076,31.0,0.045169696
VSL,kì diệu,1.0,11.062355674337596,7.207365117319252,0.0797179862856864,3.291169726848602,11.062355637084693,25.0,0.045164794
VSL,đoán,1.0,10.25533719267696,7.317915471891562,0.0361163094639778,4.514916799780799,10.25533719267696,15.0,0.045087
VSL,con bướm,1.0,11.845756627619268,6.698439953462133,0.0372444726526737,3.376188269028297,11.845756665803492,42.0,0.04504629
VSL,nhạy cảm,1.0,10.690667299553752,7.119984273778067,0.0685590654611587,3.8138968240131033,10.690667299553752,21.0,0.0450377
VSL,bánh cốm,1.0,12.479205882176757,6.448306718776966,0.0480023138225078,2.7983603022600474,12.47920592641458,49.0,0.04502958
VSL,Ma Cao,1.0,11.877815342508256,6.137553775618816,0.0431038178503513,3.701010336478552,11.877815342508256,22.0,0.045023214
VSL,người bán hàng,1.0,14.247263764147649,5.083220081625595,0.02302629314363,2.3884965768420554,14.247263740864582,69.0,0.044994194
VSL,con đẻ,1.0,11.645633454434574,5.816993764042854,0.0554815679788589,4.018891182491335,11.645633454434574,29.0,0.044992615
VSL,chim sẻ,1.0,13.812144625931978,4.499456155235353,0.0527423396706581,2.88468981051183,13.812144625931978,49.0,0.044922743
VSL,bút dạ,1.0,13.307529404293746,5.317688610255718,0.043316937983036,2.831773248073217,13.307529416168109,80.0,0.044844925
VSL,in (ấn),1.0,12.39553224761039,5.804595216643065,0.0441504567861557,3.343976155633018,12.39553223690018,74.0,0.044823047
VSL,lời nói,1.0,11.807817972265184,6.208426275797057,0.0654870495200157,3.349127303276743,11.807817972265184,21.0,0.04481183
VSL,cơ quan,1.0,13.965630568563938,5.298100464706179,0.0300904102623462,2.320436613108867,13.965630578575656,78.0,0.044774335
VSL,cụ già,1.0,12.966692298650742,5.251510279001416,0.0355229005217552,3.2854395643489003,12.966692298650742,27.0,0.04476362
VSL,bên phải,1.0,10.266023525968194,6.409848309742908,0.0664633587002754,4.691506064635642,10.266023525968194,25.0,0.04473923
VSL,hàm răng,1.0,12.283492123708127,6.135604200263818,0.0414966940879821,3.18719312498125,12.283492116257548,35.0,0.044724587
VSL,biển hiệu,1.0,11.908025809563696,6.488791394504633,0.0676299408078193,2.95067732863956,11.908025766722858,34.0,0.04469054
VSL,đẹp đẽ (như đẹp),1.0,10.938368312083185,6.304286350424473,0.0497772879898548,4.277534733215968,10.938368312083185,24.0,0.044672836
VSL,gan dạ,1.0,11.43004822684452,5.806076875177481,0.046966552734375,4.204299456086652,11.43004822684452,21.0,0.044660162
VSL,hàng triệu,1.0,12.76164849475026,5.976040564943105,0.0512440279126167,2.6831803298185744,12.761648546904324,27.0,0.04465421
VSL,thị lực,1.0,12.03773341095075,5.7265215880341,0.0377297699451446,3.758967904313918,12.03773341095075,33.0,0.04463045
VSL,con sò,1.0,13.348196745850146,5.88302128378521,0.0360706970095634,2.333464008213869,13.348196720704436,64.0,0.044603523
VSL,gang tay,1.0,12.201610504183918,6.094704337666432,0.0474913716316223,3.1730552260148324,12.201610415242612,43.0,0.044598635
VSL,nghĩa đen,1.0,12.550898631568998,5.877350415568799,0.0417618192732334,3.03805187675688,12.550898628833238,60.0,0.044538718
VSL,về 3 (đi về),1.0,13.546502060256898,4.613507465290075,0.0574851594865322,2.814888613919417,13.546502060256898,50.0,0.044487197
VSL,đoàn cải lương,1.0,13.256551541388037,5.675697680882045,0.0262566357851028,2.6085247535636458,13.25655145267956,73.0,0.04437304
VSL,xôi,1.0,10.659507383359596,5.808462356708267,0.0861067399382591,4.359359315975949,10.659507383359596,29.0,0.044351783
VSL,0 (số không),1.0,11.03759612608701,5.606724555714656,0.0634498074650764,4.413657715094501,11.03759612608701,31.0,0.04434337
VSL,cột sống,1.0,13.136961873620749,5.468260238567988,0.030903186649084,2.804053853095417,13.136961789103225,70.0,0.044305015
VSL,80,1.0,10.968276636675,6.202249935775433,0.0775456577539444,3.816950952777496,10.968276636675,23.0,0.044281375
VSL,con cóc,1.0,11.954996285028756,5.971520536392927,0.0481531769037246,3.368456533904803,11.954996285028756,23.0,0.044275198
VSL,bìa sách,1.0,12.69654637388885,5.6793355946220565,0.0407753325998783,2.9296521666375077,12.696546428604051,58.0,0.044238523
VSL,ngữ điệu,1.0,13.117987343110144,5.040334237309603,0.0467616505920887,2.841152587494293,13.117987343110144,41.0,0.044023067
VSL,kịch bản,1.0,11.763534042984247,7.051062121391296,0.0243466235697269,2.8985700558642957,11.763534110039473,49.0,0.044021893
VSL,Trung Quốc (nước Trung Quốc),3.0,10.569532860458516,6.324770039385037,0.0653471599022547,3.769775858520966,10.569532860458516,24.33333333333333,0.04399237
VSL,lau miệng,1.0,12.884006262291225,4.950431542518811,0.035733763128519,3.2588037933622087,12.884006262291225,35.0,0.04397099
VSL,củ hành tây,1.0,13.202298860996962,4.884850445720884,0.0405081212520599,2.930280705541372,13.202298860996962,36.0,0.043965135
VSL,chỉ,1.0,12.009799154475331,6.100570685024989,0.0404707230627536,3.1699086348044463,12.009799154475331,26.0,0.04395773
VSL,chính tả,1.0,11.063798795454204,6.256264964364609,0.0702414438128471,3.6274778264073215,11.063798795454204,13.0,0.043954108
VSL,dai,1.0,12.623987525701525,5.112714773295699,0.0506166331470012,3.1706524315762192,12.623987525701525,34.0,0.043881934
VSL,Hồ Chí Minh,1.0,10.731765109114347,6.43261984705925,0.0754571631550788,3.7242775498604286,10.731765109114347,19.0,0.04387669
VSL,thở,1.0,14.46296269632876,4.128142667384375,0.0169546492397785,2.4939371175490894,14.46296269632876,50.0,0.043835256
VSL,chuyển hướng,1.0,9.958373758941889,6.940754758757215,0.0584123730659484,4.280554202340898,9.958373758941889,16.0,0.043807685
VSL,chia hết,1.0,13.326615586411208,5.78838637104069,0.0317481271922588,2.134182397057028,13.326615596190097,51.0,0.04379779
VSL,hàng chục triệu,1.0,11.622259724885224,5.903713829436545,0.0442600175738334,3.5893268292320184,11.62225967273116,28.0,0.043781858
VSL,Anh (nước Anh),3.0,12.058575647417456,5.520350138819407,0.0626609673102696,3.1775993615008047,12.058575676598895,34.333333333333336,0.043751318
VSL,đôi_cặp,1.0,11.003269086941144,5.888713656126389,0.0463698618113994,4.16174908713861,11.003269086941144,24.0,0.043705467
VSL,ông bà,3.0,14.361025418096688,3.855109535057147,0.0312035816411177,2.5679469016046266,14.361025418096688,60.333333333333336,0.04368643
VSL,cung cấp,1.0,11.711444635875525,6.051585975905945,0.0373100489377975,3.428396308631228,11.711444593966007,53.0,0.043686073
VSL,chủ nhiệm,1.0,12.281514263246208,4.974013197764352,0.069513514637947,3.2820275642283976,12.281514263246208,24.0,0.043632686
VSL,trung ương,1.0,11.323780889157206,6.170430996472185,0.0737809464335441,3.247147258785036,11.323780889157206,34.0,0.043621387
VSL,vì sao_,3.0,10.994328203921516,6.05612354261184,0.0646592465539773,3.501146099888361,10.994328203921516,26.0,0.043617174
VSL,cục tẩy,1.0,12.544163891114296,5.528655615361298,0.0360340401530265,2.968057624884506,12.544163889600895,74.0,0.043566465
VSL,đồng tiền,1.0,11.511588872410355,6.052672086316242,0.0437408275902271,3.482337685567992,11.511588872410355,27.0,0.043532807
VSL,câu đơn,1.0,10.786643176339568,6.216840197260563,0.0375361368060112,4.137178494649775,10.786643176339568,29.0,0.04348963
VSL,lão già,1.0,11.4745138771832,6.252566788413308,0.0371861532330513,3.4171058623879045,11.4745138771832,21.0,0.043471467
VSL,chợ nổi,1.0,13.06940120179206,5.2931073839600025,0.0211759973317384,2.724113149593954,13.0694011435844,69.0,0.04336934
VSL,hung thủ,1.0,11.439642789307982,6.1222515646368265,0.0732985809445381,3.0495144345543603,11.439642692450434,26.0,0.04333138
VSL,bảo thủ,1.0,11.84549398534,6.120852570595412,0.0350995399057865,3.1002198750512644,11.845494017237796,58.0,0.04329959
VSL,1 000 000 (một triệu),3.0,10.536647057160735,4.281807598757879,0.0721186076601346,5.39046691683517,10.536647057160735,23.0,0.043290425
VSL,thị giác,1.0,11.093489351682363,6.044943059032613,0.0380127504467964,3.869412623621799,11.093489351682363,23.0,0.043283004
VSL,bầu trời,1.0,14.00711108930409,4.372844918320577,0.0251630004495382,2.3830993338635094,14.00711108930409,28.0,0.04319926
VSL,chó sói,1.0,12.864032696932554,5.00694875070801,0.037942387163639,2.8703820336806145,12.864032696932554,41.0,0.043190826
VSL,luyện tập,1.0,12.162827488966286,6.075332216421763,0.0517301559448242,2.561990735894543,12.162827434251083,60.0,0.04317982
VSL,bệ xí,1.0,12.375723851379009,5.298577637118953,0.0513328500092029,2.956371146267739,12.37572386104148,70.0,0.04316771
VSL,dán,1.0,12.688132714480162,5.209086714542075,0.0299663245677948,2.968451890266604,12.688132835552096,72.0,0.043149438
VSL,hạt tiêu,1.0,12.645389049313962,4.511694039972055,0.0550733469426631,3.234881904110851,12.645389002747834,56.0,0.043118328
VSL,chuỗi hạt,1.0,11.772793075069783,5.690816104412079,0.0633685663342475,3.077815216095721,11.772793075069783,29.0,0.043104757
VSL,bàn tay,1.0,11.984484720043838,5.131071390850203,0.0770249143242836,3.116613132366236,11.984484606306069,63.0,0.04305978
VSL,lao phổi,1.0,12.253870600834489,5.400713126887293,0.0356062985956668,3.1410743496311246,12.253870556480251,69.0,0.043050382
VSL,bó hoa,1.0,10.776833893731236,7.177371235688527,0.0424864068627357,3.1386853619055315,10.776834009680895,49.0,0.04303639
VSL,dầu ăn,1.0,8.983810096979141,4.563470873792292,0.0980382785201072,6.257278895583646,8.983810096979141,27.0,0.042946573
VSL,nếm,1.0,11.488830133806914,6.040705825414574,0.0626809224486351,3.024496532976628,11.488830133806914,29.0,0.04293758
VSL,có … không_,1.0,11.651665086625144,5.632264438055215,0.0605926066637039,3.202410642240868,11.651665086625144,34.0,0.04292744
VSL,măng,1.0,14.35528260760475,3.947044103414914,0.0380900725722312,2.072344427493131,14.35528264392633,77.0,0.042883266
VSL,nghĩ,1.0,11.75386181846261,4.961453939407644,0.0639338865876197,3.549826391254153,11.75386181846261,30.0,0.04284841
VSL,xác chết,1.0,11.15037723397836,5.389948338390358,0.0654640197753906,3.7923222286779374,11.15037723397836,30.0,0.042831097
VSL,đón,1.0,10.179516086354852,7.440977783464804,0.0542237982153892,3.2775828659534456,10.179516086354852,16.0,0.042785358
VSL,đất nặn,1.0,11.458082816097884,6.359235864270617,0.0737972557544708,2.584135561619165,11.458082914818078,32.0,0.042740326
VSL,kiểm tra,3.0,11.06986245000735,5.687950140983301,0.0558311541875203,3.324251137642304,11.06986245000735,24.0,0.042696074
VSL,nghe,1.0,12.000533775892109,5.2124056375545,0.0408888682723045,3.3237904077943634,12.000533775892109,35.0,0.042695537
VSL,côn trùng,1.0,11.14969297638163,5.477971952347482,0.0665203630924224,3.617582870150606,11.14969297638163,32.0,0.042614534
VSL,nước tương (xì dầu),1.0,10.484072068706157,6.412400646477329,0.0641545578837394,3.549287958070636,10.484072068706157,26.0,0.042539418
VSL,bắc nam,2.0,11.941050322493538,5.772149504793267,0.0361277051270008,2.931675865391239,11.941050322493538,22.0,0.04252848
VSL,chặt chẽ,1.0,11.038969540037217,6.487017847159329,0.0494718067348003,3.102089399695396,11.038969532586634,31.0,0.04250736
VSL,khuy,1.0,10.956687170546502,6.08096129309248,0.0443051420152187,3.53955924735879,10.956687170546502,20.0,0.04244678
VSL,hàng trăm,1.0,12.239328869152814,6.013322584208895,0.0397532805800437,2.362362477183342,12.239328803960234,52.0,0.042441834
VSL,bình phương,1.0,11.540040706750004,6.288272962786935,0.0562217235565185,2.6418920015847243,11.540040666703137,54.0,0.04243523
VSL,vai trò,1.0,10.83883709134534,5.698946293770221,0.0882665812969207,3.4068278771426,10.83883709134534,31.0,0.0424255
VSL,ông ngoại,3.0,11.699913463167226,5.351700386358993,0.0530027809242407,2.9690541800532166,11.699913463167226,26.0,0.042397294
VSL,doanh nghiệp,1.0,11.527929382398725,5.855797242815211,0.0530047044157981,3.010644532997033,11.527929426636549,59.0,0.042385805
VSL,nguồn gốc,1.0,11.425525397062302,7.2855954626773265,0.0321087948977947,2.2435417486273725,11.425525400787592,47.0,0.042368162
VSL,trông coi,1.0,10.726563447155058,5.953242581751612,0.0416754707694053,3.8515323771620698,10.726563447155058,30.0,0.042329516
VSL,Bun-ga-ri (nước Bun-ga-ri),1.0,10.813489593099805,5.787147726597531,0.0583922453224659,3.6874621001156895,10.81348960485775,56.0,0.042326003
VSL,lưỡi,1.0,11.548178983852267,5.967222649989457,0.055260244756937,2.8200806609371254,11.548178983852267,24.0,0.04225764
VSL,bình thường,3.0,9.635058226684729,6.980413724013142,0.0491898246109485,3.9552067883074113,9.635058226684729,17.666666666666668,0.042222824
VSL,bồi bàn,1.0,11.152024529874325,6.855921467145284,0.0343685708940029,2.7491652714578727,11.152024545241147,34.0,0.042190824
VSL,báo động,1.0,11.080954062286764,5.271368050386036,0.0775304585695266,3.5275794262847597,11.080954062286764,36.0,0.042185992
VSL,lỗi chính tả,1.0,12.340754422359169,5.136838907375932,0.0404798313975334,2.8180660819503625,12.340754422359169,30.0,0.042164713
VSL,Cu ba (nước Cu ba),1.0,12.015195357613266,5.374558155883604,0.0546022392809391,2.7769278667189856,12.015195357613266,33.0,0.04214761
VSL,củ su hào,1.0,12.31306101102382,5.348151105577531,0.0332049280405044,2.7584604064331337,12.313061019405724,60.0,0.04213832
VSL,bán kính (hình tròn),1.0,11.623768304474652,5.710890639512265,0.0287700779736042,3.2152436564366025,11.623768375487998,64.0,0.042129353
VSL,diêm,1.0,11.581318560987713,5.882917121305304,0.0364528931677341,3.011302806180099,11.581318570533767,45.0,0.042089153
VSL,hoa cúc,1.0,12.18098273081705,5.616369937131038,0.0421336218714714,2.5396507035475224,12.180982628371568,57.0,0.04206572
VSL,nghỉ mát,1.0,11.491212392924352,4.717693505630101,0.0639965087175369,3.655253417376015,11.491212392924352,34.0,0.042044085
VSL,ai,3.0,10.12409850815311,4.507923171104807,0.0494598100582758,3.201557922327332,10.12409850815311,39.0,0.041975852
VSL,gật đầu,1.0,11.608143295161426,5.435875746421516,0.0702193230390548,2.8689126826467968,11.608143295161426,30.0,0.04197283
VSL,bọt biển,1.0,10.77745307981968,6.460005198717117,0.0616088472306728,2.9463328561004327,10.77745314175263,50.0,0.0418373
VSL,muộn,1.0,10.100128947291523,5.821170346954694,0.0344779528677463,4.434022981746524,10.100128947291523,22.0,0.041782264
VSL,bệ hạ,2.0,12.27862895349972,5.335251968582513,0.0478875413537025,2.4572511684393668,12.27862895349972,29.0,0.04177891
VSL,chi hội,1.0,12.749181137420235,4.962246088528788,0.0332255437970161,2.45640714544999,12.749181153485551,75.0,0.041751236
VSL,muốn,3.0,10.92082746621842,5.794910073912727,0.0537790631254514,3.3512780715250785,10.92082746621842,21.33333333333333,0.041715313
VSL,vịnh Hạ Long,1.0,11.728448062669486,6.060372026059135,0.0475327707827091,2.410044046870449,11.72844803938642,51.0,0.041675035
VSL,củ tỏi,1.0,12.402456325944511,5.23523389516582,0.0259912759065628,2.6384117773600986,12.40245637530461,62.0,0.041657757
VSL,xôi gấc,1.0,12.463886092416942,4.728388059176976,0.0344882868230342,2.8613913725966063,12.463886092416942,39.0,0.04163994
VSL,các bạn,1.0,11.185669250786304,5.238039087038487,0.0388610139489173,3.63970177608823,11.18566926009953,38.0,0.04152737
VSL,thèm,1.0,12.3833560612984,4.697837626820879,0.0389864668250083,2.8517615435979304,12.3833560612984,34.0,0.041503716
VSL,vô tâm,1.0,10.287540646269916,6.045442848228941,0.0644257888197898,3.5816714477539064,10.287540646269916,22.0,0.041502
VSL,ngẩng đầu,1.0,11.658848725259304,5.294177090579813,0.0494970940053463,2.968753995803686,11.658848725259304,31.0,0.04147506
VSL,bản lề,1.0,11.727524049114436,5.578950638099323,0.0476821325719356,2.6924821859405887,11.727524071000516,54.0,0.04145888
VSL,b,1.0,10.245810769498348,5.458967936701245,0.1433750092983245,3.0768612792546097,10.245810769498348,24.0,0.041421104
VSL,gấp giấy,1.0,13.6001914315857,3.919208914041519,0.0224329214543104,2.392988172549646,13.600191340316089,91.0,0.041379854
VSL,con chuột nhắt,1.0,10.649006647989154,5.910198551637155,0.0686921700835228,3.218828654514169,10.649006647989154,26.0,0.041376088
VSL,khoe,1.0,9.177503038197756,6.396506025347599,0.0538768768310546,4.483081614687329,9.177503038197756,15.0,0.04135218
VSL,giường,1.0,11.924757942557337,5.95641648620367,0.0292549766600132,2.376872026819294,11.924757944303565,63.0,0.04134469
VSL,bùn,1.0,11.859197929501534,5.9236692448457084,0.0447364561259746,2.2754432559013367,11.859197941143066,57.0,0.04133923
VSL,dao,1.0,12.43181013315916,5.322590555463519,0.0380083657801151,2.2515286492264788,12.431810161098838,79.0,0.041330434
VSL,đĩa DVD,1.0,9.917810057289898,6.19243252898256,0.0711711421608924,3.678609330603417,9.917810057289898,24.0,0.041327883
