dataset,gloss,num_samples,mean_total_motion,mean_velocity,motion_variance_mean,acceleration_mean,trajectory_length_mean,direction_change_mean,motion_complexity_score
VSL,hoa mai,1.0,40.7296939920634,13.12547207135026,0.2532779276371002,6.099883699546689,40.72969416854903,96.0,0.13606882
VSL,sao,2.0,40.85283273179084,14.073096117068982,0.14395172894001,6.536756338768226,40.85283289325889,60.0,0.13597083
VSL,săn bắn,1.0,38.1151974182576,14.459651161598254,0.2636447846889496,7.475583035212296,38.11519713699818,71.0,0.13590686
VSL,thìa,3.0,17.938203803729266,6.605581126667875,0.0515352686246236,4.738234580888175,17.938203803729266,36.333333333333336,0.1353993
VSL,xe tải,1.0,37.77684638276696,13.977432936797909,0.1486884653568267,9.380656503140926,37.7768464833498,77.0,0.13538785
VSL,chọi trâu,1.0,35.55988630838692,15.906414533728984,0.1595810800790786,9.874780929449832,35.559886302798986,67.0,0.13519879
VSL,Quảng Bình,1.0,40.89361567422748,11.78443880723073,0.1720374524593353,7.557577496593439,40.8936155657284,127.0,0.13508184
VSL,chụp ảnh,1.0,33.68363016936928,16.549153734914594,0.3570674061775207,8.564755430817604,33.68363000731915,55.0,0.13460298
VSL,nhà sàn,1.0,32.99987043440342,16.762815079446565,0.1984087377786636,10.9025758217121,32.999870355241,48.0,0.13430221
VSL,khác,1.0,27.151922661811117,17.6900672653447,0.6268448829650879,10.760689907603794,27.151922734454278,44.0,0.13429497
VSL,chớp mắt,1.0,34.88340660557151,16.083933485471285,0.1199166774749755,10.499687783420086,34.883406491950154,53.0,0.13427062
VSL,ăn uống,1.0,41.21466121962294,10.208292267631649,0.1496913582086563,8.355044105473686,41.21466121962294,63.0,0.13418077
VSL,phân biệt,1.0,38.8995119985193,14.757194254971758,0.1768020987510681,6.713260222703982,38.89951203856617,72.0,0.13402729
VSL,khăn mặt,1.0,33.63521322607994,16.52536600535033,0.2426227182149887,9.521809987227122,33.63521311990917,38.0,0.1334063
VSL,buông màn,3.0,36.39485425315797,12.300615314892744,0.1269351815183957,7.006036620152147,36.39485416483755,92.0,0.13323304
VSL,Đông Nam Á,1.0,43.01977319922298,11.720932490988211,0.0825390592217445,5.51901076623687,43.01977306953631,102.0,0.13262771
VSL,Tết Âm,2.0,36.68761486094445,13.051166885422614,0.1506905332207679,7.535981209212264,36.6876147982548,76.5,0.1321814
VSL,người xưa,3.0,36.71392258846512,11.416484768343445,0.1036268149813016,5.937219318528744,36.71392253856175,67.66666666666667,0.13215528
VSL,cãi nhau,1.0,47.70011815149337,7.238341920172112,0.0907349660992622,4.009294929398093,47.700117990374565,174.0,0.13209149
VSL,giao tiếp,3.0,30.542346071374293,8.415489462745581,0.0861191786825656,4.625314638508862,30.54234611138236,126.0,0.13205776
VSL,cao độ,1.0,34.87639142200351,14.318430606633015,0.2548783123493194,9.25011903544267,34.87639159336686,71.0,0.13200448
VSL,lĩnh hội,1.0,33.06459663063288,16.515765778223674,0.2371549755334854,9.52773993702258,33.064596691168845,52.0,0.13192485
VSL,sụp đổ,1.0,40.38489747047424,11.983518304801224,0.1764655411243438,6.471666963100433,40.38489735405892,102.0,0.13187607
VSL,thi cử,3.0,34.53550616900126,15.287826191822878,0.1651881684859593,9.631501272499806,34.53550623054616,62.333333333333336,0.13167657
VSL,huỷ,1.0,32.25490524247289,14.646658794446424,0.3897871971130371,9.732311670596784,32.254905129782856,74.0,0.13147998
VSL,cạnh tranh,1.0,33.12706309556961,15.042697953455376,0.229803666472435,10.495703948461092,33.12706292432267,76.0,0.1314327
VSL,bát ngát,1.0,38.65847888961434,12.87327321237988,0.1140437573194503,7.985531840431556,38.65847872197628,64.0,0.13121533
VSL,bít tết (bò),3.0,36.360728044373296,13.828951384209526,0.1608079945047696,8.415088334965438,36.36072800688756,74.66666666666667,0.13110477
VSL,hai phân số bằng nhau,1.0,44.67273970320821,9.631956678071468,0.0817244425415992,4.817630287529766,44.67273970716633,144.0,0.13102716
VSL,dê mẹ,1.0,34.06414878182113,13.61203355550766,0.3510462641716003,8.972137207115018,34.06414898019284,55.0,0.13093603
VSL,vui chơi,3.0,35.445369763610266,12.771989008538611,0.1355886881550153,7.836959512137551,35.44536986349461,86.0,0.13089803
VSL,quả bầu hồ lô,1.0,40.89529756270349,11.244330696009715,0.1739082187414169,5.997083458083647,40.89529739157297,121.0,0.13054843
VSL,thực hiện,1.0,33.163693737238646,14.61640985923655,0.2708335518836975,9.845101208829169,33.163693848997355,61.0,0.13040698
VSL,trường hợp,1.0,39.73870101990178,11.34256040950616,0.2005977481603622,6.566416043679691,39.7387008308433,77.0,0.13012375
VSL,vồ,1.0,29.47844649851322,18.0299799199007,0.2010113894939422,11.431754618883131,29.47844685986638,33.0,0.12973692
VSL,cứu sống,1.0,38.61920975707472,12.71887568130598,0.162025049328804,6.86665789882342,38.61920975125395,101.0,0.12962013
VSL,đại dương,1.0,28.623244546353817,16.496896477846,0.3186273276805877,11.987124213985368,28.623244763119143,57.0,0.12961084
VSL,liệt (liệt tay chân),1.0,39.46111648064107,12.581379051538224,0.1224161833524704,6.591276821910694,39.46111656050198,106.0,0.1295573
VSL,bón phân,3.0,32.45883787609637,16.132804261083393,0.1588240514198939,9.09835966508784,32.458837790725134,60.0,0.12938744
VSL,nỏ,1.0,40.29050525883213,10.147112741064625,0.1876725703477859,6.716833980659307,40.29050520039164,132.0,0.12921728
VSL,khung cửa số,1.0,34.56515370309353,15.013299112734588,0.1930474787950515,8.514161874266232,34.56515354849398,63.0,0.12907888
VSL,đánh trống,1.0,29.899681854527444,17.921868864893913,0.3042207658290863,9.52357002423734,29.899681411217895,36.0,0.12903719
VSL,nông nghiệp,1.0,38.33993218280375,12.095239342827544,0.1560665518045425,7.445456812673426,38.33993235731032,87.0,0.12901358
VSL,giầy ba ta,1.0,43.51367965899408,10.188319914741442,0.0733931511640548,4.6799606671409,43.51367967389524,115.0,0.1287935
VSL,mở rộng,1.0,40.58473257836886,10.136036691752572,0.1765186935663223,6.377342379644137,40.58473272365518,103.0,0.12877573
VSL,Tết Thiếu nhi,1.0,36.062617879360914,12.14378241575166,0.2771563827991485,8.025564942508936,36.062617590185255,87.0,0.12861335
VSL,tuỷ sống,1.0,30.632799081504345,16.394017358443566,0.2524416744709015,10.429551271958784,30.632798984181136,50.0,0.128592
VSL,mù chữ,1.0,34.506906159222126,13.090784241881552,0.2563300132751465,9.051326412421009,34.506906159222126,34.0,0.1285057
VSL,hăng hái,1.0,33.048764461651444,15.72176905567684,0.1630668640136718,9.47571627363082,33.04876448493451,51.0,0.12822114
VSL,chơi,2.0,34.824632429052144,13.915922732154527,0.1912216544151306,8.748938956373447,34.82463231938891,81.0,0.12818384
VSL,bốc vác,1.0,29.23874031379819,18.64436216050006,0.1836534887552261,10.675508237403372,29.23874024115503,45.0,0.1280499
VSL,mít tinh,1.0,47.58248107135296,6.254591777953401,0.0694178417325019,3.4083749224403093,47.58248119754717,171.0,0.12803932
VSL,ý thức,1.0,30.172644909471277,16.441348175569015,0.3073718547821045,9.82242395149337,30.172644909471277,21.0,0.12776929
VSL,bắn súng,1.0,47.06915265833959,6.269610998233159,0.0528888888657093,3.9913647431054255,47.06915265833959,105.0,0.1277562
VSL,chuông nhà,1.0,31.576674627140164,18.19909459180557,0.211819976568222,8.20701638506908,31.57667483855039,29.0,0.12774818
VSL,tĩnh lặng,1.0,41.01830462552607,9.994459864569873,0.0742736011743545,6.8072344846412784,41.01830462855287,137.0,0.12760943
VSL,vào,1.0,34.141108602285385,13.288428493908471,0.2920915186405182,8.378485608100892,34.141108613461256,39.0,0.12747632
VSL,pháo đài,1.0,40.12279394827783,10.571253794726434,0.159552663564682,6.089649322327603,40.12279391102493,74.0,0.12734497
VSL,cổ kính,1.0,42.27053324505687,9.97517998950688,0.0743077844381332,5.40448895740509,42.27053324505687,55.0,0.12723002
VSL,rừng rậm,1.0,37.453842636197805,13.05222837661588,0.1034779846668243,7.435278986482059,37.45384288392961,81.0,0.1271738
VSL,không bình đẳng,1.0,37.87144983746112,12.472607925697998,0.1739349067211151,6.550226059224871,37.87144979648292,96.0,0.12704782
VSL,phô tô,1.0,37.8087467122823,12.316609843917515,0.1630164533853531,6.86270932509349,37.80874701659195,100.0,0.1270326
VSL,cây thân gỗ,3.0,31.86474621668458,12.152822732536386,0.1696889375646909,6.962512594164011,31.864746312998857,88.33333333333333,0.12703085
VSL,cũng vậy_cũng thế,1.0,43.59362417459488,7.918187193978916,0.0946200639009475,5.350546453102135,43.59362417459488,66.0,0.12702292
VSL,ngày xưa,1.0,34.12848341651261,15.497433750015317,0.1116756200790405,8.681632748016945,34.128483527107164,56.0,0.12701607
VSL,ngày tháng,3.0,34.69747788381452,12.935951918214842,0.1934585310518741,7.81495363413049,34.69747779207925,58.66666666666666,0.126953
VSL,phân công,1.0,35.739306872710586,14.474419015484887,0.1486890316009521,7.377992547538183,35.739306702977046,75.0,0.12693113
VSL,cả ngày,1.0,33.06985140219331,14.792588428774875,0.1814736276865005,9.350456607161146,33.06985139334574,62.0,0.12682073
VSL,hùng vĩ,1.0,41.06560105457902,10.088000283866633,0.1078996732831001,5.898538451549436,41.06560111511499,124.0,0.12674193
VSL,chuyển vế,1.0,31.52684234827757,17.4973970607475,0.1449436843395233,9.174687291091344,31.52684219740331,61.0,0.12669848
VSL,Quảng Ngãi,1.0,37.32583764381707,11.652659683022648,0.2065017223358154,7.173656747215673,37.32583762775175,99.0,0.12666817
VSL,kính lão,1.0,33.19064342882484,15.789262761435811,0.137459859251976,8.821814429615774,33.19064312800765,49.0,0.12642981
VSL,nhổ tóc,1.0,40.143067575991154,10.741854510669198,0.113924041390419,6.016894742175266,40.14306760905311,123.0,0.1262341
VSL,con chim,1.0,40.05232689762488,10.259557367644758,0.1004386693239212,6.602887397486231,40.05232691345736,92.0,0.12612289
VSL,công chúa,1.0,34.036567751318216,13.077896313025402,0.1797525882720947,9.442632131762318,34.03656793618575,81.0,0.12611914
VSL,trong suốt,1.0,42.845468612387776,9.441754884141332,0.0866629257798194,4.595515134174432,42.8454686566256,113.0,0.12607497
VSL,mái nhà,1.0,33.50579762272537,14.553170030531676,0.1526160240173339,9.10300295493182,33.50579782156274,53.0,0.12600319
VSL,nhọn,1.0,35.041854498907924,13.127554470300677,0.2144889384508133,7.903318232373346,35.041854528244585,92.0,0.12596379
VSL,quả hồng,1.0,34.96324285119772,14.354087178837764,0.1312264651060104,7.967669051554468,34.96324286982417,78.0,0.12578295
VSL,đồ chơi,1.0,29.32898543030024,16.277586544001544,0.2042688429355621,11.198905049629932,29.328985441476107,55.0,0.12577
VSL,lễ bế giảng,2.0,39.08593278285116,7.656392810749411,0.070925798267126,4.252709385474612,39.08593281381764,177.5,0.1256718
VSL,danh nhân,1.0,35.049501817673445,12.214343562029129,0.1957749873399734,8.706222789427814,35.04950156994164,75.0,0.12565333
VSL,đích,1.0,34.61568843387067,13.605667766000405,0.1985761970281601,7.996384864052136,34.61568842642009,55.0,0.12560497
VSL,mâm ngũ quả,3.0,34.98299370193854,13.515371211391908,0.1349847912788391,8.449724263233964,34.982993797864765,74.66666666666667,0.12557854
VSL,con sông,1.0,41.40460172574967,9.260417022422624,0.0786670446395874,6.060869026251814,41.40460179373622,104.0,0.12557223
VSL,tính chất kết hợp,1.0,39.24262389540672,10.99160200747374,0.114163689315319,6.39610356654761,39.24262408004142,108.0,0.12548465
VSL,gà rừng,1.0,28.245266607031223,16.279050284853348,0.3718287646770477,9.907223901748658,28.24526660144329,36.0,0.12503986
VSL,đồng bằng,1.0,29.918587010353804,17.24346219576322,0.1468914151191711,10.23453675999361,29.918586938641965,42.0,0.1250207
VSL,chăm học,1.0,31.824810829013582,14.902961876243351,0.1399018913507461,10.197914380875844,31.82481081038713,40.0,0.1249144
VSL,cử động,1.0,34.320746287703514,14.487221703562938,0.104653388261795,8.45421417610986,34.32074624951929,62.0,0.12490541
VSL,buổi sáng,3.0,34.444586348331846,13.78332176433895,0.1417099634806315,7.23473705741058,34.444586337544024,65.66666666666667,0.1248702
VSL,lối đi,1.0,30.894890889525414,17.470185943369597,0.192823439836502,8.318769292189526,30.894891073927283,37.0,0.12456613
VSL,bảo vệ môi trường,3.0,34.97997084655799,11.00028527685212,0.104562371969223,5.032304441052692,34.97997083514929,97.33333333333331,0.12454393
VSL,thực vật,1.0,36.47009795531631,12.420554672452536,0.1149901077151298,7.6132247982354,36.47009780374356,86.0,0.12448963
VSL,suy ra (Toán học),1.0,44.99959595542168,6.483835882328164,0.104404792189598,3.8327404470115463,44.9995958977961,177.0,0.12444761
VSL,thế hệ,1.0,37.53139944653958,10.611471882687423,0.141059398651123,7.561605248848597,37.53139919205569,96.0,0.124294184
VSL,ngày gia đình Việt Nam 28_6,3.0,35.231287103767194,7.785789723559842,0.0816663751999537,4.858675165856933,35.23128720722161,127.66666666666669,0.12414508
VSL,năm ngoái,1.0,35.24178405106068,14.46844177376734,0.0813183486461639,7.490322480599086,35.241783953271806,73.0,0.12411031
VSL,tính chất cơ bản của phân số,1.0,40.74555933848024,9.928003156572824,0.0739980712532997,5.578219580357192,40.7455593876075,133.0,0.12400433
VSL,sấm sét,1.0,36.6301719751209,12.618462376895993,0.1382889747619629,6.74706419817237,36.63017203216441,82.0,0.12387707
VSL,tổng thống,3.0,30.1813717422386,17.394917166385895,0.1692758972446123,9.082945584471709,30.18137182140102,42.66666666666666,0.12387527
VSL,lượt đi,1.0,38.045016003772616,10.557491702889957,0.1644079238176345,6.578528862968784,38.04501589993015,120.0,0.123775356
VSL,tuần sau,3.0,34.41819938148061,12.55429977074138,0.1972526709238688,7.952257222019289,34.41819928679615,82.33333333333333,0.12374096
VSL,thét,1.0,36.10425174655393,11.155096867573016,0.1900915801525116,7.615146566182375,36.10425198741723,101.0,0.123491265
VSL,tính chất giao hoán,1.0,38.77126928046346,11.619749138355257,0.0965504944324493,5.666843062699443,38.77126939827576,133.0,0.12334099
VSL,cử chỉ điệu bộ,1.0,31.80232960730791,14.892434315755963,0.166695088148117,9.216443048583136,31.802329685539007,70.0,0.123333804
VSL,ngũ quả,3.0,33.37411275009314,13.163996636398826,0.1663362557689348,8.635652914414038,33.37411257492689,64.0,0.12323106
VSL,xã,1.0,42.41844981350005,8.532086670598728,0.0809138640761375,4.567261296672886,42.41844984819181,127.0,0.123208724
VSL,tận số,1.0,40.6820163205266,10.420854737615992,0.0611707530915737,5.066894587226536,40.68201638758183,106.0,0.1232012
VSL,tháp Rùa,1.0,36.59998909104616,11.42605893065532,0.1425221711397171,7.353031357338554,36.59998910996365,99.0,0.123170346
VSL,dự trữ,1.0,34.92889410071075,13.085236631333828,0.1274543106555938,7.780950028685075,34.928894135635346,71.0,0.12286539
VSL,khuyến khích,1.0,33.88236103951931,14.716729551121809,0.1212851032614708,7.625644669813268,33.8823610059917,64.0,0.12286067
VSL,huỷ diệt,1.0,33.32873038901016,12.485775543609634,0.2917711138725281,7.758875835273001,33.32873016921803,56.0,0.12269661
VSL,Khánh Hòa,1.0,32.57757134176791,14.572384840516902,0.1506826728582382,8.583734537615921,32.5775715187192,51.0,0.12263016
VSL,chúc tết,3.0,34.60786417328442,12.065138058298956,0.19050000111262,7.791038452847822,34.607864146276064,76.0,0.12231236
VSL,mất (chết) (chỉ người),1.0,32.31740474700928,13.641585931811534,0.1767957806587219,9.107368611437934,32.31740491022356,71.0,0.122296475
VSL,cây bàng,2.0,32.32344961067429,8.651757987746906,0.0852699466049671,4.431727373996688,32.3234495507495,105.5,0.12208959
VSL,miến,1.0,37.557081976905465,10.618733212914108,0.1381408870220184,6.602447715259734,37.55708177899942,134.0,0.122063555
VSL,óc,1.0,41.21329304389656,8.637499046805022,0.0938567593693733,5.027587246307185,41.21329278172925,157.0,0.122041024
VSL,sân trường,3.0,37.15683649480343,10.75810848963826,0.1519883945584297,6.7099676657387946,37.15683652122971,108.0,0.12203669
VSL,ngọn cây,3.0,31.40162016699712,14.441522003200562,0.1266188323497772,7.572013361560114,31.40162008527356,63.66666666666666,0.121909074
VSL,đường chéo,1.0,29.429874904453754,18.0002721694051,0.2062330842018127,7.979230277240276,29.42987493984401,46.0,0.121727325
VSL,chia đôi,3.0,34.63994109242534,12.175421514042398,0.1629976208011309,7.429042324942515,34.63994105540527,85.0,0.121686034
VSL,con voi,3.0,35.49551539774984,12.453358781570026,0.1333232286075751,7.10915280001995,35.49551544710994,69.0,0.12165084
VSL,giơ tay,1.0,32.32999042235315,13.64689839033174,0.1493150889873504,9.14267931665693,32.329990388825536,71.0,0.12163497
VSL,vĩ cầm,1.0,28.76845019683242,15.966489409958877,0.12521393597126,11.031601545945652,28.768450126983225,38.0,0.121270694
VSL,hành vi,1.0,30.11535970121622,14.557375813684155,0.1928141564130783,9.875589407858302,30.115359804593027,42.0,0.12108699
VSL,bốt cảnh sát,3.0,33.66016444765652,10.024891518360498,0.096595175564289,5.267805798712961,33.66016437765211,86.0,0.12106612
VSL,tia nắng,1.0,36.34570402279496,11.346674209460616,0.1119412258267402,7.136335789529901,36.345704039908014,102.0,0.12106549
VSL,5 _ 3 (Toán học),1.0,35.80731813423336,12.057812414142523,0.1096573546528816,7.129182861609892,35.80731794703752,98.0,0.121024586
VSL,ngán,1.0,39.56223427597433,9.120616438297125,0.0822731480002403,5.982004983018535,39.56223414000124,128.0,0.12097005
VSL,khai mạc,1.0,30.02644127910025,14.28400668099759,0.3192857801914215,8.456997586834815,30.026441488880664,64.0,0.120701075
VSL,quả bầu,1.0,38.40858068317175,10.186771162843282,0.0827953591942787,6.157184675335884,38.40858060400933,122.0,0.12064848
VSL,hành động,1.0,29.386959351599216,15.727270496743063,0.1600152403116226,9.888548851013184,29.38695929478854,43.0,0.12061498
VSL,đua đòi,1.0,31.45212930534035,13.091948497212597,0.2623255550861358,8.483589002573995,31.45212952484144,82.0,0.120285906
VSL,tỉnh táo,1.0,33.84555900283158,12.522856526904636,0.1815049201250076,7.482721316814422,33.84555876790546,87.0,0.12018424
VSL,bạn ấy yêu bạn,1.0,34.21985547360964,13.494329558685422,0.1338862925767898,6.932781530121963,34.21985534019768,75.0,0.12018319
VSL,không đẹp,3.0,33.77693664779266,13.609272365522992,0.1353675673405329,6.943451108542596,33.776936526255064,75.0,0.12017269
VSL,phim tài liệu,1.0,39.604926756583154,10.058979877223402,0.0842419266700744,4.819877327507378,39.60492685693316,140.0,0.12013468
VSL,ăn vú sữa (bằng thìa),1.0,39.36304347403348,8.937199871648442,0.0698929876089096,6.011820493308642,39.36304344236851,126.0,0.11989298
VSL,cháo sườn,1.0,34.24959013983607,12.51780716820461,0.0920853018760681,8.033260644218068,34.249590090243146,79.0,0.11984104
VSL,thông báo,1.0,29.95724039152265,16.032472843570368,0.1406005173921585,8.840154179659757,29.95724020060152,46.0,0.11950994
VSL,mâm cơm,1.0,37.41755508026108,10.680038993841126,0.1455014050006866,5.479979767527395,37.41755488095805,95.0,0.11946249
VSL,khóm dứa,1.0,31.52966630458832,15.490886526029618,0.1407856494188308,7.622892010211944,31.529666568152606,48.0,0.11936002
VSL,giỏi,1.0,41.80580584425479,7.929873242974281,0.0696189701557159,4.084703164331375,41.80580584425479,95.0,0.11925986
VSL,múa sạp,1.0,35.50282470881939,11.200206682556551,0.1135749444365501,7.293963037906809,35.50282461568713,87.0,0.11925847
VSL,Tết Trung thu,3.0,33.48011039569974,12.360892850673038,0.1842711381614208,7.4266346188592705,33.48011038180751,79.33333333333333,0.119245015
VSL,tóc xoăn,1.0,34.90697881579399,12.307789799045114,0.1178469136357307,6.896889527638753,34.9069788926281,90.0,0.11908653
VSL,đường hàng không,1.0,33.47578505799174,13.934295150554842,0.1134487688541412,7.096446228698945,33.475784939713776,62.0,0.1190533
VSL,từ chối,3.0,23.26413057119741,8.471824432986542,0.0902752975622813,5.218187452126226,23.264130649583723,50.66666666666666,0.11901316
VSL,múa rối,1.0,36.28567100502551,10.874815399348735,0.1447886675596237,6.189868867397308,36.28567116521299,81.0,0.11881554
VSL,bay nhanh (máy bay),1.0,34.68884885311127,12.834873724866796,0.1541228741407394,6.092750325798988,34.68884908687323,79.0,0.11870676
VSL,va chạm,1.0,27.832752767950296,14.506914769825729,0.2986249923706054,9.706669492191738,27.832752803340554,36.0,0.11832652
VSL,nổ mìn,1.0,35.21953924233094,11.34978028891548,0.124062068760395,6.922286747590356,35.2195389464614,120.0,0.11831108
VSL,phân tích,1.0,35.657662715762854,10.686601241230964,0.1049770191311836,7.163155417851727,35.657662796380464,99.0,0.118139446
VSL,xoa đầu,1.0,38.631031166994944,8.389652028571868,0.082857646048069,6.237534435794634,38.631031166994944,72.0,0.118096374
VSL,làm ruộng,1.0,35.75787064433098,11.400673998163102,0.0780454948544502,6.789934547998572,35.75787058938295,87.0,0.1180348
VSL,khổ công,1.0,38.63921664841473,9.04701015597675,0.0880647972226142,5.594529211051821,38.63921653758735,145.0,0.11796585
VSL,tháo gỡ,1.0,33.500357169657946,12.24397175268429,0.1657322943210601,7.257956743976216,33.500357259996235,94.0,0.117910065
VSL,thành thị,1.0,34.54542307462543,12.32531319132873,0.1611469537019729,6.192156739263649,34.54542327369563,79.0,0.117881395
VSL,tiếp thu,1.0,34.91377448104322,11.756919049814844,0.1777213513851165,6.045779354192994,34.91377430246212,85.0,0.117838144
VSL,con cọp,3.0,31.063049817768235,13.011651021230044,0.1819128443797429,7.343157329717523,31.0630498554868,65.0,0.1177521
VSL,nhiều vô cùng,1.0,30.18976826965809,14.832579251195565,0.2099737972021103,7.908309406042099,30.18976830877364,62.0,0.11769241
VSL,ngói,1.0,32.496175553649664,12.02358474738804,0.1459268629550933,8.566895262897015,32.49617560853949,73.0,0.11765032
VSL,Ninh Thuận,1.0,35.42625469248742,10.208892550749274,0.1186482906341552,7.344833512618703,35.426254532067105,123.0,0.117547505
VSL,môn Tiếng Việt,1.0,35.09653059532866,10.518430000692604,0.1303396373987198,7.251759410506547,35.096530518028885,86.0,0.11746144
VSL,báo (con báo),3.0,29.791867936650917,13.12527900735211,0.1614365925391515,8.77973452657683,29.79186788822214,61.66666666666666,0.11740529
VSL,nhổ lông mày,1.0,35.4688795087859,10.42159117904364,0.1049201413989067,7.165105272637735,35.468879668042064,114.0,0.11722485
VSL,chị,3.0,35.83541523416837,10.666358608216324,0.1370462651054064,6.008126884170907,35.83541538607096,103.33333333333331,0.11709827
VSL,quan sát,1.0,33.55605776794255,11.42812535471537,0.1368430107831955,7.834205226651553,33.556057701352984,83.0,0.11707308
VSL,mẫu số lớn,1.0,31.83565997891128,13.251593096802631,0.2147480547428131,7.15448455869312,31.83566016703844,65.0,0.11703327
VSL,kháng cự,1.0,30.76031570136547,13.915270333020192,0.1261232644319534,8.766649273725656,30.76031545177102,51.0,0.116953544
VSL,chị họ,3.0,37.56573615750919,8.821590825225256,0.1261031453808148,4.813630477109725,37.56573612180849,115.0,0.11683469
VSL,thiết kế,3.0,33.53865784499794,12.348296209283076,0.1236063688993454,6.938190267477329,33.538657748373225,74.0,0.1168198
VSL,trách mắng,1.0,33.20532987639308,12.439546474069356,0.1474266052246093,7.123544677148892,33.205330084078014,89.0,0.11674865
VSL,lông,1.0,30.355618700385094,15.419624934762211,0.0802443549036979,8.34655474794322,30.35561864264309,45.0,0.1164628
VSL,tóc ngắn,3.0,31.859696054210264,12.700514384622664,0.1777274310588836,7.761208198226569,31.859696228057143,79.66666666666667,0.11646224
VSL,cầu kì,1.0,26.52377225458622,13.4731769319308,0.1910553574562072,12.299022049739444,26.52377238310873,39.0,0.116360515
VSL,bệnh Đao - Down,1.0,26.833129349164665,13.403147730231286,0.563092827796936,7.447571394807201,26.83312935521826,68.0,0.11630759
VSL,bánh canh,1.0,37.86578936129808,9.6994673836435,0.0807627663016319,5.201890365573867,37.8657891266048,132.0,0.116238914
VSL,yếm,1.0,29.657056322321296,13.07091106912669,0.1534523665904998,9.838129314024057,29.657056380994614,71.0,0.116125606
VSL,bình minh,1.0,29.85565737634897,14.668426728639446,0.0950499176979065,9.10376522541046,29.855657378211617,53.0,0.116117686
VSL,kết bạn,1.0,26.391144078224897,17.975967525081202,0.1711208373308181,9.036124700723692,26.39114410616457,28.0,0.116089426
VSL,sân khấu,1.0,36.23275224119425,11.080566944212327,0.1104832589626312,5.32528058278192,36.23275219206698,98.0,0.116088055
VSL,quả ớt,1.0,33.50091213732958,12.24417460691638,0.0950148999691009,7.296094876748544,33.50091216014698,90.0,0.11598759
VSL,Võ Thị Sáu,1.0,41.21557557908818,6.862393172830343,0.0767378583550453,3.995522815088986,41.215575559588615,200.0,0.11595472
VSL,tre,3.0,28.452489437535405,15.257280975093812,0.1569786816835403,9.17085224021144,28.45248941995669,50.0,0.11591748
VSL,yên tâm,1.0,35.56616939185187,9.961851223467669,0.1243581846356391,6.612331301395623,35.56616939185187,99.0,0.11589112
VSL,mật khẩu,3.0,24.25356335627536,9.281668246910792,0.075096771121025,5.026277419609666,24.253563330043107,77.66666666666667,0.115862645
VSL,ngày giỗ tổ Hùng Vương (âm lịch 10_3),3.0,37.52311392341896,8.437181217435398,0.0888110001881917,4.648485436116235,37.52311387933636,113.66666666666669,0.11585638
VSL,ăn vú sữa,1.0,31.360531326383352,11.897153165521502,0.1952440440654754,8.39510401395651,31.3605311117135,91.0,0.11579562
VSL,đường bộ,1.0,25.964344330132008,16.556412392474236,0.2058914601802826,10.005743586498758,25.96434429753572,49.0,0.11576301
VSL,mẫu số,1.0,31.029228085651997,14.30686051753851,0.1198026612401008,7.74978943541646,31.02922807401046,70.0,0.1157523
VSL,rèn sắt,1.0,33.753302808851004,10.761558140211918,0.1128443330526351,7.802248502290377,33.75330286868848,92.0,0.115565784
VSL,vắt chanh,1.0,34.3804222792387,10.303812348246574,0.1226423755288124,7.405505348335613,34.38042232720181,125.0,0.11555021
VSL,mua bán,1.0,34.184531551320106,11.383448690589931,0.0984658673405647,6.99694837914424,34.184531413484365,83.0,0.11541823
VSL,áo kẻ sọc,1.0,36.40481333993375,10.29294560877782,0.1175362467765808,5.315820091678983,36.40481347427704,101.0,0.115238845
VSL,chặt,3.0,28.2575935361286,15.586170001828949,0.1489853983124097,8.405956141185163,28.257593473109107,44.66666666666666,0.11523644
VSL,ốc vít,1.0,36.64379689283669,9.54969186756922,0.1117678582668304,5.66719700593864,36.6437969612889,124.0,0.115095474
VSL,tay trái,1.0,29.329316541552544,12.73912460907646,0.1555358916521072,9.781006229274412,29.32931654178537,62.0,0.11469225
VSL,chiên_rán (1)(2),1.0,41.495142644271255,6.650317645646672,0.0309161432087421,3.89861279950347,41.49514256464317,225.0,0.11469007
VSL,đảo Hoàng Sa,1.0,33.28924601338804,11.337257731367242,0.1617287546396255,6.747859946612654,33.28924589185044,93.0,0.114483766
VSL,mặt đất,1.0,34.83585652685724,10.6533734947443,0.1276182830333709,6.114466016801695,34.8358565417584,76.0,0.11439184
VSL,cây đa,1.0,32.94546049274504,12.041163823226604,0.1125774830579757,7.094714498078382,32.94546021101996,70.0,0.11436642
VSL,lớp phó,1.0,30.244294367730618,14.162835601717234,0.0989202558994293,8.258172114690145,30.24429418705404,57.0,0.11425515
VSL,bắt đền,3.0,35.37675381114241,8.514456200556387,0.1567332421739896,4.474696841402859,35.3767538802349,125.66666666666669,0.11418935
VSL,tán thành,1.0,30.66627966519445,12.093005016250046,0.269420176744461,7.307453643480937,30.666279661585577,87.0,0.114134885
VSL,pháo sáng,1.0,36.93669313378632,9.543040200040258,0.0774724557995796,5.337622792824455,36.93669294170104,140.0,0.11402327
VSL,ra ngoài,3.0,22.904096111655235,16.617773271993748,0.2976577877998352,10.77855259379057,22.904096309716504,27.33333333333333,0.113991044
VSL,tôn trọng,2.0,32.88855700194836,11.09911104302174,0.1213067881762981,7.573537750114388,32.888556889025494,67.5,0.1138907
