dataset,gloss,num_samples,mean_distance,median_distance,std_distance,within_class_variance,max_distance
VSL,xưa,3,8.17944607593733,7.243906390145407,2.168974749166431,4.704451462521582,11.17708771716886
VSL,cây ăn quả,3,7.927752144443642,6.438546638143225,2.487566213331789,6.187985665709854,11.43255031070651
VSL,cây phượng,3,7.8743785641683814,5.966159836391317,2.756170810986775,7.596477539335496,11.771911491566573
VSL,tiết kiệm,3,7.810215410227417,8.15424983801063,0.5648340575511476,0.31903751256969315,8.262527038557158
VSL,chảo,3,7.688847633067707,5.960055619219719,2.6911247564347667,7.242152454696082,11.48951462743235
VSL,ở ngoài,3,7.597205992112781,6.343859920936959,2.599669842521546,6.758283290116,11.217082604902734
VSL,xe khách,3,7.5469441136939075,5.741920710778352,2.628200522177188,6.907437984772443,11.263274370665531
VSL,bộ đội,3,7.475224921835454,7.628723150377595,0.8665185389442216,0.7508543783340285,8.451381448102444
VSL,chặt,3,7.475106749416742,5.8712966314949355,2.5827752417685934,6.670727949492817,11.119007014826446
VSL,10 000 (mười nghìn),3,7.453097216711797,7.156738289178341,0.915735185020895,0.8385709290852529,8.693057305504126
VSL,cây ngô,3,7.441637707620931,5.66159558584889,2.538320906223678,6.443073022972193,11.03132487156419
VSL,mật khẩu,3,7.383500415801097,5.884642376481975,2.5282787251550487,6.392193312071638,10.944220669321673
VSL,vật nuôi,3,7.360465974587986,7.829182797696443,1.1352962242229057,1.288897516734786,8.455985256621974
VSL,dân tộc,3,7.339604712250153,5.6521837195453255,2.5003722900743304,6.2518615889715505,10.87445812165858
VSL,trẻ con_con nít,3,7.300046308991416,5.60398201032054,2.5562817998148923,6.5345766400648655,10.91292734771988
VSL,chính phủ,2,7.176859478255122,7.176859478255122,0.0,0.0,7.176859478255122
VSL,công viên,3,7.147493558149449,5.3814501927859,2.502814995076363,6.264082899579094,10.687005871928985
VSL,cháu trai,2,7.143698088159017,7.143698088159017,6.280369834735101e-16,3.944304526105059e-31,7.143698088159017
VSL,buông màn,3,7.122641869463656,6.294758560972749,1.777944190787506,3.1610855455550397,9.592692771529899
VSL,cháu ngoại,3,7.006017758700562,7.068229224408943,2.296930055782116,5.275887681155235,9.787549368605594
VSL,chiếc gối,3,6.99841917112943,7.330312821530379,1.0670590249410914,1.138614962708233,8.107347789915544
VSL,trụi lá,3,6.905876934428797,5.4887642137728,2.400777124450144,5.763730801283102,10.286406321312429
VSL,tha thứ,3,6.902547858583946,6.941682828902659,0.5165095522287969,0.2667821175435923,7.5146642475966345
VSL,liên quan,3,6.88577736923354,5.377452295050315,2.394834375886492,5.735231687927644,10.26607092644469
VSL,kết quả,3,6.882464887135906,5.212222177269817,2.4317484809670904,5.913400674685751,10.32101052167322
VSL,hi vọng,3,6.831589932562437,5.395200201743796,2.3564077180189864,5.552657333539447,10.153930417212017
VSL,xã hội,3,6.814605549777943,5.2221047014254784,2.3084353594643057,5.328873808825099,10.078905102159519
VSL,ngày sinh,3,6.725854996047498,6.961012091255109,1.0936887197700118,1.1961550157521676,7.932194262757855
VSL,con bê,3,6.709414193809626,6.796086208505122,0.8220169059825109,0.6757117937210602,7.670037180635971
VSL,Bru-nây (nước Bru-nây),3,6.70201660972015,5.211712164155635,2.322648123422299,5.394694305237128,9.982180854663975
VSL,hành quân,3,6.681196985187981,6.831991763667238,1.1976015700521352,1.4342495205913393,8.066730799658695
VSL,ngũ quả,3,6.637501662911018,5.296147342977377,2.285534284555609,5.2236669658791195,9.85495656938718
VSL,Trung Thu,3,6.586600846243953,5.698307872619428,1.987741704835286,3.951117085141489,9.340482669078334
VSL,Mexico (nước Mexico),3,6.578625643840797,5.874322119183525,2.2661792342261924,5.135568321638012,9.638418425825385
