dataset,gloss,video,path,hand,valid_frame_ratio,dominant_location,head_ratio,shoulder_ratio,chest_ratio,waist_ratio,below_waist_ratio
VSL,10 000 (mười nghìn),D0550N.npz,dataset\VSL\10 000 (mười nghìn)\D0550N.npz,left,0.16666666666666666,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,10 000 (mười nghìn),D0550N.npz,dataset\VSL\10 000 (mười nghìn)\D0550N.npz,right,0.16666666666666666,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,10 000 (mười nghìn),D0550T.npz,dataset\VSL\10 000 (mười nghìn)\D0550T.npz,left,0.3,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,10 000 (mười nghìn),D0550T.npz,dataset\VSL\10 000 (mười nghìn)\D0550T.npz,right,0.3,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,1000 (một nghìn),D0548N.npz,dataset\VSL\1000 (một nghìn)\D0548N.npz,left,0.8142857142857143,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,1000 (một nghìn),D0548N.npz,dataset\VSL\1000 (một nghìn)\D0548N.npz,right,0.8142857142857143,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,2 _ 5 (Toán học),D0299.npz,dataset\VSL\2 _ 5 (Toán học)\D0299.npz,left,0.7422680412371134,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,2 _ 5 (Toán học),D0299.npz,dataset\VSL\2 _ 5 (Toán học)\D0299.npz,right,0.7422680412371134,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,2 _ 6 (Toán học),D0181.npz,dataset\VSL\2 _ 6 (Toán học)\D0181.npz,left,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,2 _ 6 (Toán học),D0181.npz,dataset\VSL\2 _ 6 (Toán học)\D0181.npz,right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,5 _ 3 (Toán học),D0180.npz,dataset\VSL\5 _ 3 (Toán học)\D0180.npz,left,1.0,shoulder,0.0,0.9666666666666667,0.022222222222222223,0.0,0.011111111111111112
VSL,5 _ 3 (Toán học),D0180.npz,dataset\VSL\5 _ 3 (Toán học)\D0180.npz,right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,5000 (năm nghìn),D0549B.npz,dataset\VSL\5000 (năm nghìn)\D0549B.npz,left,0.5666666666666667,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,5000 (năm nghìn),D0549B.npz,dataset\VSL\5000 (năm nghìn)\D0549B.npz,right,0.5666666666666667,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,5000 (năm nghìn),D0549T.npz,dataset\VSL\5000 (năm nghìn)\D0549T.npz,left,0.6031746031746031,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,5000 (năm nghìn),D0549T.npz,dataset\VSL\5000 (năm nghìn)\D0549T.npz,right,0.6031746031746031,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,7up,D0408.npz,dataset\VSL\7up\D0408.npz,left,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,7up,D0408.npz,dataset\VSL\7up\D0408.npz,right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Albania (nước Albania),D0012.npz,dataset\VSL\Albania (nước Albania)\D0012.npz,left,0.7362637362637363,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Albania (nước Albania),D0012.npz,dataset\VSL\Albania (nước Albania)\D0012.npz,right,0.7362637362637363,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,An Giang,W00006.npz,dataset\VSL\An Giang\W00006.npz,left,0.7446808510638298,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,An Giang,W00006.npz,dataset\VSL\An Giang\W00006.npz,right,0.7446808510638298,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,an ninh,W00007.npz,dataset\VSL\an ninh\W00007.npz,left,0.7545454545454545,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,an ninh,W00007.npz,dataset\VSL\an ninh\W00007.npz,right,0.7545454545454545,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Anh (nước Anh),W00009B.npz,dataset\VSL\Anh (nước Anh)\W00009B.npz,left,0.7764705882352941,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Anh (nước Anh),W00009B.npz,dataset\VSL\Anh (nước Anh)\W00009B.npz,right,0.7764705882352941,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh dũng,W00012B.npz,dataset\VSL\anh dũng\W00012B.npz,left,0.8571428571428571,shoulder,0.0,0.9895833333333334,0.010416666666666666,0.0,0.0
VSL,anh dũng,W00012B.npz,dataset\VSL\anh dũng\W00012B.npz,right,0.8571428571428571,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh dũng,W00012N.npz,dataset\VSL\anh dũng\W00012N.npz,left,0.6753246753246753,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh dũng,W00012N.npz,dataset\VSL\anh dũng\W00012N.npz,right,0.6753246753246753,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh dũng,W00012T.npz,dataset\VSL\anh dũng\W00012T.npz,left,0.6883116883116883,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh dũng,W00012T.npz,dataset\VSL\anh dũng\W00012T.npz,right,0.6883116883116883,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh em,W00013B.npz,dataset\VSL\anh em\W00013B.npz,left,0.7062937062937062,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh em,W00013B.npz,dataset\VSL\anh em\W00013B.npz,right,0.7062937062937062,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,"anh hai, anh cả",D0143B.npz,"dataset\VSL\anh hai, anh cả\D0143B.npz",left,1.0,shoulder,0.0,0.9710144927536232,0.028985507246376812,0.0,0.0
VSL,"anh hai, anh cả",D0143B.npz,"dataset\VSL\anh hai, anh cả\D0143B.npz",right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,"anh hai, anh cả",D0143N.npz,"dataset\VSL\anh hai, anh cả\D0143N.npz",left,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,"anh hai, anh cả",D0143N.npz,"dataset\VSL\anh hai, anh cả\D0143N.npz",right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,"anh hai, anh cả",D0143T.npz,"dataset\VSL\anh hai, anh cả\D0143T.npz",left,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,"anh hai, anh cả",D0143T.npz,"dataset\VSL\anh hai, anh cả\D0143T.npz",right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh họ,W00014N.npz,dataset\VSL\anh họ\W00014N.npz,left,0.6352941176470588,shoulder,0.0,0.9814814814814815,0.018518518518518517,0.0,0.0
VSL,anh họ,W00014N.npz,dataset\VSL\anh họ\W00014N.npz,right,0.6352941176470588,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh họ,W00014T.npz,dataset\VSL\anh họ\W00014T.npz,left,0.6436781609195402,shoulder,0.0,0.9821428571428571,0.017857142857142856,0.0,0.0
VSL,anh họ,W00014T.npz,dataset\VSL\anh họ\W00014T.npz,right,0.6436781609195402,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh vợ,W00020.npz,dataset\VSL\anh vợ\W00020.npz,left,0.4036697247706422,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,anh vợ,W00020.npz,dataset\VSL\anh vợ\W00020.npz,right,0.4036697247706422,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ao chuôm,W00026.npz,dataset\VSL\ao chuôm\W00026.npz,left,0.7252747252747253,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ao chuôm,W00026.npz,dataset\VSL\ao chuôm\W00026.npz,right,0.7252747252747253,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Ba chân bốn cẳng,W00065.npz,dataset\VSL\Ba chân bốn cẳng\W00065.npz,left,0.6444444444444445,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Ba chân bốn cẳng,W00065.npz,dataset\VSL\Ba chân bốn cẳng\W00065.npz,right,0.6444444444444445,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ba là,D0148.npz,dataset\VSL\ba là\D0148.npz,left,0.9882352941176471,shoulder,0.0,0.9880952380952381,0.0,0.0,0.011904761904761904
VSL,ba là,D0148.npz,dataset\VSL\ba là\D0148.npz,right,0.9882352941176471,shoulder,0.0,0.9880952380952381,0.0,0.0,0.011904761904761904
VSL,ban giám hiệu,W00087.npz,dataset\VSL\ban giám hiệu\W00087.npz,left,0.7252747252747253,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban giám hiệu,W00087.npz,dataset\VSL\ban giám hiệu\W00087.npz,right,0.7252747252747253,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban ngày,W00089.npz,dataset\VSL\ban ngày\W00089.npz,left,0.8924731182795699,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban ngày,W00089.npz,dataset\VSL\ban ngày\W00089.npz,right,0.8924731182795699,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban đêm,W00086B.npz,dataset\VSL\ban đêm\W00086B.npz,left,0.8230088495575221,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban đêm,W00086B.npz,dataset\VSL\ban đêm\W00086B.npz,right,0.8230088495575221,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban đêm,W00086N.npz,dataset\VSL\ban đêm\W00086N.npz,left,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban đêm,W00086N.npz,dataset\VSL\ban đêm\W00086N.npz,right,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban đêm,W00086T.npz,dataset\VSL\ban đêm\W00086T.npz,left,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,ban đêm,W00086T.npz,dataset\VSL\ban đêm\W00086T.npz,right,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao giờ_,W00145B.npz,dataset\VSL\bao giờ_\W00145B.npz,left,0.9230769230769231,shoulder,0.0,0.9722222222222222,0.027777777777777776,0.0,0.0
VSL,bao giờ_,W00145B.npz,dataset\VSL\bao giờ_\W00145B.npz,right,0.9230769230769231,shoulder,0.0,0.9907407407407407,0.009259259259259259,0.0,0.0
VSL,bao giờ_,W00145N.npz,dataset\VSL\bao giờ_\W00145N.npz,left,0.6923076923076923,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao giờ_,W00145N.npz,dataset\VSL\bao giờ_\W00145N.npz,right,0.6923076923076923,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao giờ_,W00145T.npz,dataset\VSL\bao giờ_\W00145T.npz,left,0.811965811965812,shoulder,0.0,0.9789473684210527,0.021052631578947368,0.0,0.0
VSL,bao giờ_,W00145T.npz,dataset\VSL\bao giờ_\W00145T.npz,right,0.811965811965812,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao la,W00146.npz,dataset\VSL\bao la\W00146.npz,left,0.7647058823529411,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao la,W00146.npz,dataset\VSL\bao la\W00146.npz,right,0.7647058823529411,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao tay (dùng cho trẻ sơ sinh),W00150.npz,dataset\VSL\bao tay (dùng cho trẻ sơ sinh)\W00150.npz,left,0.7857142857142857,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bao tay (dùng cho trẻ sơ sinh),W00150.npz,dataset\VSL\bao tay (dùng cho trẻ sơ sinh)\W00150.npz,right,0.7857142857142857,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bay,W00174.npz,dataset\VSL\bay\W00174.npz,left,0.7241379310344828,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bay,W00174.npz,dataset\VSL\bay\W00174.npz,right,0.7241379310344828,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bay liệng (bay lượn),W00176.npz,dataset\VSL\bay liệng (bay lượn)\W00176.npz,left,0.7906976744186046,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bay liệng (bay lượn),W00176.npz,dataset\VSL\bay liệng (bay lượn)\W00176.npz,right,0.7906976744186046,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bay nhanh (máy bay),D0177.npz,dataset\VSL\bay nhanh (máy bay)\D0177.npz,left,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bay nhanh (máy bay),D0177.npz,dataset\VSL\bay nhanh (máy bay)\D0177.npz,right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biến đổi,W00262N.npz,dataset\VSL\biến đổi\W00262N.npz,left,0.65,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biến đổi,W00262N.npz,dataset\VSL\biến đổi\W00262N.npz,right,0.65,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biển hiệu,W00261.npz,dataset\VSL\biển hiệu\W00261.npz,left,0.7,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biển hiệu,W00261.npz,dataset\VSL\biển hiệu\W00261.npz,right,0.7,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biển đông,W00260.npz,dataset\VSL\biển đông\W00260.npz,left,0.7528089887640449,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biển đông,W00260.npz,dataset\VSL\biển đông\W00260.npz,right,0.7528089887640449,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu thức,W00271.npz,dataset\VSL\biểu thức\W00271.npz,left,0.639344262295082,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu thức,W00271.npz,dataset\VSL\biểu thức\W00271.npz,right,0.639344262295082,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu đồ,W00265.npz,dataset\VSL\biểu đồ\W00265.npz,left,0.6835443037974683,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu đồ,W00265.npz,dataset\VSL\biểu đồ\W00265.npz,right,0.6835443037974683,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu đồ cột,W00266.npz,dataset\VSL\biểu đồ cột\W00266.npz,left,0.7073170731707317,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu đồ cột,W00266.npz,dataset\VSL\biểu đồ cột\W00266.npz,right,0.7073170731707317,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu đồ hình quạt,W00267.npz,dataset\VSL\biểu đồ hình quạt\W00267.npz,left,0.7123287671232876,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biểu đồ hình quạt,W00267.npz,dataset\VSL\biểu đồ hình quạt\W00267.npz,right,0.7123287671232876,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biện pháp,W00263.npz,dataset\VSL\biện pháp\W00263.npz,left,0.6571428571428571,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,biện pháp,W00263.npz,dataset\VSL\biện pháp\W00263.npz,right,0.6571428571428571,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bom nguyên tử,W00303.npz,dataset\VSL\bom nguyên tử\W00303.npz,left,0.7402597402597403,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bom nguyên tử,W00303.npz,dataset\VSL\bom nguyên tử\W00303.npz,right,0.7402597402597403,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bom đạn,W00302.npz,dataset\VSL\bom đạn\W00302.npz,left,0.5833333333333334,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bom đạn,W00302.npz,dataset\VSL\bom đạn\W00302.npz,right,0.5833333333333334,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,boong tàu,W00312.npz,dataset\VSL\boong tàu\W00312.npz,left,0.7126436781609196,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,boong tàu,W00312.npz,dataset\VSL\boong tàu\W00312.npz,right,0.7126436781609196,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bra-xin (nước Bra-xin),W00355B.npz,dataset\VSL\Bra-xin (nước Bra-xin)\W00355B.npz,left,0.5542168674698795,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bra-xin (nước Bra-xin),W00355B.npz,dataset\VSL\Bra-xin (nước Bra-xin)\W00355B.npz,right,0.5542168674698795,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bru-nây (nước Bru-nây),W00356B.npz,dataset\VSL\Bru-nây (nước Bru-nây)\W00356B.npz,left,0.9147286821705426,shoulder,0.0,0.9830508474576272,0.01694915254237288,0.0,0.0
VSL,Bru-nây (nước Bru-nây),W00356B.npz,dataset\VSL\Bru-nây (nước Bru-nây)\W00356B.npz,right,0.9147286821705426,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bru-nây (nước Bru-nây),W00356N.npz,dataset\VSL\Bru-nây (nước Bru-nây)\W00356N.npz,left,0.8579881656804734,shoulder,0.15172413793103448,0.8482758620689655,0.0,0.0,0.0
VSL,Bru-nây (nước Bru-nây),W00356N.npz,dataset\VSL\Bru-nây (nước Bru-nây)\W00356N.npz,right,0.8579881656804734,shoulder,0.15862068965517243,0.8413793103448276,0.0,0.0,0.0
VSL,Bru-nây (nước Bru-nây),W00356T.npz,dataset\VSL\Bru-nây (nước Bru-nây)\W00356T.npz,left,0.8622754491017964,shoulder,0.1527777777777778,0.8472222222222222,0.0,0.0,0.0
VSL,Bru-nây (nước Bru-nây),W00356T.npz,dataset\VSL\Bru-nây (nước Bru-nây)\W00356T.npz,right,0.8622754491017964,shoulder,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0
VSL,Bun-ga-ri (nước Bun-ga-ri),W00360.npz,dataset\VSL\Bun-ga-ri (nước Bun-ga-ri)\W00360.npz,left,0.7246376811594203,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bun-ga-ri (nước Bun-ga-ri),W00360.npz,dataset\VSL\Bun-ga-ri (nước Bun-ga-ri)\W00360.npz,right,0.7246376811594203,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buôn làng,W00371.npz,dataset\VSL\buôn làng\W00371.npz,left,0.75,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buôn làng,W00371.npz,dataset\VSL\buôn làng\W00371.npz,right,0.75,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buông màn,W00374B.npz,dataset\VSL\buông màn\W00374B.npz,left,0.7358490566037735,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buông màn,W00374B.npz,dataset\VSL\buông màn\W00374B.npz,right,0.7358490566037735,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buông màn,W00374N.npz,dataset\VSL\buông màn\W00374N.npz,left,0.7473684210526316,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buông màn,W00374N.npz,dataset\VSL\buông màn\W00374N.npz,right,0.7473684210526316,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buông màn,W00374T.npz,dataset\VSL\buông màn\W00374T.npz,left,0.8611111111111112,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buông màn,W00374T.npz,dataset\VSL\buông màn\W00374T.npz,right,0.8611111111111112,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buồng trứng,W00377.npz,dataset\VSL\buồng trứng\W00377.npz,left,0.8538461538461538,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buồng trứng,W00377.npz,dataset\VSL\buồng trứng\W00377.npz,right,0.8538461538461538,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi chiều,W00366.npz,dataset\VSL\buổi chiều\W00366.npz,left,0.6233766233766234,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi chiều,W00366.npz,dataset\VSL\buổi chiều\W00366.npz,right,0.6233766233766234,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi sáng,W00368B.npz,dataset\VSL\buổi sáng\W00368B.npz,left,0.8839285714285714,shoulder,0.0,0.9696969696969697,0.030303030303030304,0.0,0.0
VSL,buổi sáng,W00368B.npz,dataset\VSL\buổi sáng\W00368B.npz,right,0.8839285714285714,shoulder,0.0,0.98989898989899,0.010101010101010102,0.0,0.0
VSL,buổi sáng,W00368N.npz,dataset\VSL\buổi sáng\W00368N.npz,left,0.7191011235955056,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi sáng,W00368N.npz,dataset\VSL\buổi sáng\W00368N.npz,right,0.7191011235955056,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi sáng,W00368T.npz,dataset\VSL\buổi sáng\W00368T.npz,left,0.7303370786516854,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi sáng,W00368T.npz,dataset\VSL\buổi sáng\W00368T.npz,right,0.7303370786516854,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi trưa,W00370B.npz,dataset\VSL\buổi trưa\W00370B.npz,left,0.6851851851851852,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi trưa,W00370B.npz,dataset\VSL\buổi trưa\W00370B.npz,right,0.6851851851851852,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi trưa,W00370N.npz,dataset\VSL\buổi trưa\W00370N.npz,left,0.6590909090909091,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi trưa,W00370N.npz,dataset\VSL\buổi trưa\W00370N.npz,right,0.6590909090909091,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi trưa,W00370T.npz,dataset\VSL\buổi trưa\W00370T.npz,left,0.7843137254901961,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi trưa,W00370T.npz,dataset\VSL\buổi trưa\W00370T.npz,right,0.7843137254901961,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi tối,W00369N.npz,dataset\VSL\buổi tối\W00369N.npz,left,0.7058823529411765,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi tối,W00369N.npz,dataset\VSL\buổi tối\W00369N.npz,right,0.7058823529411765,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi tối,W00369T.npz,dataset\VSL\buổi tối\W00369T.npz,left,0.7058823529411765,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi tối,W00369T.npz,dataset\VSL\buổi tối\W00369T.npz,right,0.7058823529411765,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi đêm,W00367B.npz,dataset\VSL\buổi đêm\W00367B.npz,left,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi đêm,W00367B.npz,dataset\VSL\buổi đêm\W00367B.npz,right,1.0,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi đêm,W00367N.npz,dataset\VSL\buổi đêm\W00367N.npz,left,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi đêm,W00367N.npz,dataset\VSL\buổi đêm\W00367N.npz,right,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi đêm,W00367T.npz,dataset\VSL\buổi đêm\W00367T.npz,left,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buổi đêm,W00367T.npz,dataset\VSL\buổi đêm\W00367T.npz,right,0.7222222222222222,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buộc dây,W00363.npz,dataset\VSL\buộc dây\W00363.npz,left,0.7669902912621359,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buộc dây,W00363.npz,dataset\VSL\buộc dây\W00363.npz,right,0.7669902912621359,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buộc tóc,W00364.npz,dataset\VSL\buộc tóc\W00364.npz,left,0.8829268292682927,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,buộc tóc,W00364.npz,dataset\VSL\buộc tóc\W00364.npz,right,0.8829268292682927,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bà Nà,W00067.npz,dataset\VSL\Bà Nà\W00067.npz,left,0.75,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bà Nà,W00067.npz,dataset\VSL\Bà Nà\W00067.npz,right,0.75,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bà Rịa - Vũng Tàu,W00068.npz,dataset\VSL\Bà Rịa - Vũng Tàu\W00068.npz,left,0.46296296296296297,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,Bà Rịa - Vũng Tàu,W00068.npz,dataset\VSL\Bà Rịa - Vũng Tàu\W00068.npz,right,0.46296296296296297,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bài báo,W00071.npz,dataset\VSL\bài báo\W00071.npz,left,0.7303370786516854,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bài báo,W00071.npz,dataset\VSL\bài báo\W00071.npz,right,0.7303370786516854,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bài thơ,W00075N.npz,dataset\VSL\bài thơ\W00075N.npz,left,0.7525773195876289,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bài thơ,W00075N.npz,dataset\VSL\bài thơ\W00075N.npz,right,0.7525773195876289,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bài thơ,W00075T.npz,dataset\VSL\bài thơ\W00075T.npz,left,0.7525773195876289,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bài thơ,W00075T.npz,dataset\VSL\bài thơ\W00075T.npz,right,0.7525773195876289,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn bạc,W00091.npz,dataset\VSL\bàn bạc\W00091.npz,left,0.7653061224489796,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn bạc,W00091.npz,dataset\VSL\bàn bạc\W00091.npz,right,0.7653061224489796,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn chân,W00093.npz,dataset\VSL\bàn chân\W00093.npz,left,0.7272727272727273,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn chân,W00093.npz,dataset\VSL\bàn chân\W00093.npz,right,0.7272727272727273,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn ghế,W00094.npz,dataset\VSL\bàn ghế\W00094.npz,left,0.7029702970297029,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn ghế,W00094.npz,dataset\VSL\bàn ghế\W00094.npz,right,0.7029702970297029,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn là,W00095.npz,dataset\VSL\bàn là\W00095.npz,left,0.7227722772277227,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn là,W00095.npz,dataset\VSL\bàn là\W00095.npz,right,0.7227722772277227,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn phím (máy vi tính),W00096.npz,dataset\VSL\bàn phím (máy vi tính)\W00096.npz,left,0.7807017543859649,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn phím (máy vi tính),W00096.npz,dataset\VSL\bàn phím (máy vi tính)\W00096.npz,right,0.7807017543859649,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn tay,W00097.npz,dataset\VSL\bàn tay\W00097.npz,left,0.7553191489361702,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn tay,W00097.npz,dataset\VSL\bàn tay\W00097.npz,right,0.7553191489361702,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bàn tán,W00098.npz,dataset\VSL\bàn tán\W00098.npz,left,0.8957345971563981,shoulder,0.031746031746031744,0.9682539682539683,0.0,0.0,0.0
VSL,bàn tán,W00098.npz,dataset\VSL\bàn tán\W00098.npz,right,0.8957345971563981,shoulder,0.031746031746031744,0.9682539682539683,0.0,0.0,0.0
VSL,bán buôn,W00105.npz,dataset\VSL\bán buôn\W00105.npz,left,0.6904761904761905,shoulder,0.0,1.0,0.0,0.0,0.0
VSL,bán buôn,W00105.npz,dataset\VSL\bán buôn\W00105.npz,right,0.6904761904761905,shoulder,0.0,1.0,0.0,0.0,0.0
