dataset,label,num_samples,num_pairs,intra_class_dtw_mean,intra_class_dtw_std,intra_class_dtw_min,intra_class_dtw_max,intra_class_dtw_median
ASL,corn,12,66,0.871187551793727,0.35042648880479593,0.09571699053049088,1.6428090333938599,0.9128878116607666
ASL,squirrel,6,15,0.8708318452040354,0.41946120798934616,0.32653316855430603,1.636858344078064,0.7687102556228638
ASL,humble,8,28,0.87017829396895,0.36846799322574636,0.20514795184135437,1.427865743637085,0.8661807775497437
ASL,someone,3,3,0.8680934906005859,0.2692618094006258,0.6674066185951233,1.248698353767395,0.6881754994392395
ASL,suggest,6,15,0.8659825444221496,0.24807338294087747,0.5145280957221985,1.2568854093551636,0.7859691381454468
ASL,battery,3,3,0.8653437594572703,0.4173078323845349,0.276040643453598,1.187565565109253,1.13242506980896
ASL,surprise,6,15,0.8652334948380788,0.22212008583424045,0.44222399592399597,1.2440029382705688,0.8485602140426636
ASL,search,5,10,0.864881443977356,0.28795830778162684,0.341244637966156,1.2546452283859253,0.9268089830875397
ASL,smart,8,28,0.8640153312257358,0.3481689383404482,0.40148451924324036,1.5717073678970337,0.8320301473140717
ASL,study,10,45,0.863553237915039,0.24976910868612415,0.24746748805046082,1.4131611585617065,0.8665095567703247
ASL,golf,7,21,0.8626136637869335,0.15203134293064124,0.5390332341194153,1.2200065851211548,0.899666965007782
ASL,triangle,6,15,0.861549441019694,0.2842350033312707,0.4592759907245636,1.47250497341156,0.7598780989646912
ASL,borrow,6,15,0.8606336335341136,0.3490936490833087,0.3352416157722473,1.6005725860595703,0.78199303150177
ASL,cruel,4,6,0.8598137001196543,0.12764759274428153,0.6659471988677979,1.047783374786377,0.8657121062278748
ASL,worse,6,15,0.8586407661437988,0.21706834177383638,0.48597556352615356,1.4274516105651855,0.833453893661499
ASL,anniversary,5,10,0.8585815608501435,0.23279581468821917,0.619477391242981,1.3309307098388672,0.7661073505878448
ASL,nervous,7,21,0.8584805060000646,0.2435617335926147,0.3533787429332733,1.2457659244537354,0.8694985508918762
ASL,wallet,6,15,0.8584339996178945,0.3333157889336856,0.37091970443725586,1.5788692235946655,0.8661269545555115
ASL,delicious,10,45,0.8577571206622654,0.36292312692213835,0.2603476047515869,1.634352207183838,0.8323933482170105
ASL,witness,6,15,0.8576330810785293,0.2935410621642741,0.045403704047203064,1.2233641147613525,0.8057505488395691
ASL,snow,10,45,0.8574557701746622,0.1994155873310992,0.4195222556591034,1.3797316551208496,0.8672462701797485
ASL,danger,5,10,0.8563245594501495,0.20598230720116179,0.5804336071014404,1.1971505880355835,0.8864496946334839
ASL,friday,6,15,0.8555474122365315,0.22636606070337528,0.5015740394592285,1.1363646984100342,0.8976738452911377
ASL,flatter,4,6,0.8555320998032888,0.14921307312202212,0.5916013121604919,1.0320312976837158,0.8891824781894684
ASL,bedroom,6,15,0.8551613767941793,0.23305532491809708,0.5017152428627014,1.278403401374817,0.9016475677490234
ASL,bra,4,6,0.854935348033905,0.15603717172809234,0.5618507266044617,1.0005875825881958,0.8918818831443787
ASL,roof,4,6,0.854923869172732,0.2991460499343853,0.4937798082828522,1.419082522392273,0.8064413964748383
ASL,upstairs,3,3,0.8548870086669922,0.2590663168146572,0.6590831279754639,1.2209655046463013,0.6846123933792114
ASL,shock,9,36,0.8539716493752267,0.22700034830781465,0.48010340332984924,1.3031742572784424,0.7561517059803009
ASL,pizza,12,66,0.8515336199691801,0.49322322481293274,0.17528565227985382,2.1307573318481445,0.6728511452674866
ASL,get up,6,15,0.8513323485851287,0.21451167795672346,0.4973469376564026,1.220841884613037,0.9113280177116394
ASL,but,7,21,0.8506611117294857,0.4252219557906407,0.3710421621799469,1.6326298713684082,0.6477724313735962
ASL,sunset,8,28,0.8502512297460011,0.25064295961308947,0.13621920347213745,1.2331008911132812,0.9025925993919373
ASL,emotion,6,15,0.8499662280082703,0.19073341281139058,0.532051682472229,1.197636365890503,0.8223821520805359
ASL,breeze,4,6,0.8499108056227366,0.16703795175891034,0.638237714767456,1.1121314764022827,0.8721608817577362
ASL,lunch,6,15,0.8489829778671265,0.2155130606369313,0.5105780363082886,1.2327024936676025,0.8590055108070374
ASL,boyfriend,5,10,0.8486512243747711,0.18739772922406434,0.6282537579536438,1.248890995979309,0.7957813739776611
ASL,microscope,4,6,0.8460577627023061,0.12255337033380635,0.6510730981826782,0.9965673089027405,0.8397067189216614
ASL,assist,5,10,0.8458593726158142,0.19334500349174133,0.5198620557785034,1.1269431114196777,0.8960754573345184
ASL,noon,6,15,0.8457852363586426,0.21534477726746537,0.5641990900039673,1.2674514055252075,0.834036111831665
ASL,disagree,5,10,0.8456225156784057,0.182681512854349,0.6679712533950806,1.222230076789856,0.7901487648487091
ASL,punish,6,15,0.8451614240805309,0.3099829523403951,0.34734591841697693,1.3943442106246948,0.7986222505569458
ASL,arrest,6,15,0.8451333582401276,0.2558244983167641,0.41980043053627014,1.2695461511611938,0.7794666290283203
ASL,yes,12,66,0.8451098120122245,0.42569729252032185,0.19662094116210938,2.016043186187744,0.77785524725914
ASL,carnival,5,10,0.8449424803256989,0.28121561245379373,0.509361982345581,1.3710780143737793,0.7498255670070648
ASL,husband,7,21,0.8448613286018372,0.1890597037096517,0.5865153074264526,1.2747994661331177,0.8275783061981201
ASL,visitor,5,10,0.8446561336517334,0.3049627540072262,0.41874104738235474,1.4998688697814941,0.7619206011295319
ASL,visit,9,36,0.8445366538233228,0.2757048621549422,0.3414696753025055,1.5570048093795776,0.7676486074924469
ASL,decorate,9,36,0.8445228818390105,0.22237039021046454,0.5152909159660339,1.4173128604888916,0.7784028053283691
ASL,tennis,6,15,0.8444319943586985,0.21303311055831273,0.4605443775653839,1.1744600534439087,0.8362377882003784
ASL,electrician,5,10,0.8440976709127426,0.32838453346985985,0.41599729657173157,1.3962929248809814,0.795840322971344
ASL,necklace,9,36,0.844089205066363,0.24212497198853397,0.37597063183784485,1.3729076385498047,0.8294529020786285
ASL,terrible,6,15,0.8436408122380574,0.3102784125825703,0.47380632162094116,1.520244836807251,0.7366361021995544
ASL,river,5,10,0.8431391894817353,0.21475281621266537,0.5616224408149719,1.1873024702072144,0.7972999513149261
ASL,hug,5,10,0.8427720963954926,0.17742267175333357,0.6464509963989258,1.1407021284103394,0.785932719707489
ASL,read,6,15,0.8426452994346618,0.1793947773731152,0.6216006875038147,1.2124367952346802,0.8113046884536743
ASL,sick,8,28,0.8423518112727574,0.22977910431363222,0.5336485505104065,1.4707499742507935,0.8198565244674683
ASL,loan,3,3,0.842237631479899,0.18378739405465608,0.6586688756942749,1.0933756828308105,0.7746683359146118
ASL,parents,3,3,0.8413761854171753,0.17542085125426263,0.6795128583908081,1.0851234197616577,0.7594922780990601
ASL,hockey,5,10,0.8410473346710206,0.2269557826375435,0.6104643940925598,1.3096649646759033,0.774823397397995
ASL,second,6,15,0.8407331983248393,0.3654776623472791,0.2820005416870117,1.674407720565796,0.7365560531616211
ASL,peaceful,7,21,0.8402951189449855,0.2804350697863193,0.41368627548217773,1.4004460573196411,0.8607750535011292
ASL,grab,4,6,0.8401620388031006,0.18328054772575805,0.6159006953239441,1.1983208656311035,0.818149983882904
ASL,believe,7,21,0.8399506353196644,0.27119196796731776,0.3779620826244354,1.2895424365997314,0.7895797491073608
ASL,owl,5,10,0.8398708939552307,0.17812184703905343,0.5347352623939514,1.0682722330093384,0.857615202665329
ASL,brother,11,55,0.8397384876554662,0.25122771851745335,0.2913147509098053,1.404918909072876,0.8029204607009888
ASL,buffalo,5,10,0.8395990431308746,0.25326213902849554,0.523387610912323,1.3539069890975952,0.7353398501873016
ASL,california,9,36,0.838859142942561,0.27877972745218005,0.225680872797966,1.3422014713287354,0.8990254998207092
ASL,geometry,5,10,0.8386451065540313,0.23815876360511712,0.5289578437805176,1.2820268869400024,0.8163693249225616
ASL,off,7,21,0.8376381964910597,0.38726877167809953,0.28869396448135376,1.5940289497375488,0.730497419834137
ASL,forget,7,21,0.8376367290814718,0.2569125700745573,0.3420725464820862,1.2903883457183838,0.8999646902084351
ASL,french,5,10,0.8375492572784424,0.3035245138214916,0.4816199541091919,1.3812899589538574,0.7274197041988373
ASL,stubborn,7,21,0.8348411435172671,0.3152470146752026,0.3246679902076721,1.3712400197982788,0.8476378321647644
ASL,character,7,21,0.834763764625504,0.6664537469323838,0.24434323608875275,1.9958417415618896,0.48797786235809326
ASL,interesting,6,15,0.8338925143082937,0.22206443747517823,0.3235860764980316,1.190923810005188,0.8633645176887512
ASL,dictionary,6,15,0.8322225948174794,0.28662040672109385,0.36486300826072693,1.5170223712921143,0.7465085387229919
ASL,every tuesday,5,10,0.832073962688446,0.3000059345063054,0.25945064425468445,1.1616874933242798,0.8813023269176483
ASL,retire,7,21,0.8319487266597294,0.260110685558616,0.18857897818088531,1.3957353830337524,0.8074617385864258
ASL,win,7,21,0.8316461018153599,0.21452851262410308,0.36091136932373047,1.2302685976028442,0.8772464990615845
ASL,war,7,21,0.8315874366533189,0.17547742467917019,0.5169512033462524,1.201621174812317,0.8316513895988464
ASL,topic,7,21,0.8311809670357477,0.4168483789452322,0.4215080440044403,1.6786818504333496,0.6080151200294495
ASL,best,5,10,0.8311559021472931,0.26033926685488934,0.416037917137146,1.262258529663086,0.8108600974082947
ASL,schedule,5,10,0.8302961170673371,0.16701780163802052,0.6373259425163269,1.2308398485183716,0.8426438570022583
ASL,cat,9,36,0.8279314279142354,0.33030709618581927,0.10455938428640366,1.414387822151184,0.8740774095058441
ASL,she,6,15,0.826744798819224,0.299370739958017,0.3765903413295746,1.4412227869033813,0.8146737813949585
ASL,deep,8,28,0.8263350501656532,0.24311230533616945,0.4216110110282898,1.3635205030441284,0.7801023125648499
ASL,curriculum,6,15,0.8263068199157715,0.2767991428108199,0.31246790289878845,1.242829442024231,0.7191944718360901
ASL,subtract,6,15,0.8256283064683279,0.2414564906035077,0.4859142601490021,1.2937796115875244,0.819549560546875
ASL,sue,4,6,0.8243993818759918,0.08631087819407073,0.7227294445037842,0.9717395305633545,0.8140117824077606
ASL,run,7,21,0.8231959201040722,0.24348927653343178,0.4167121946811676,1.3029011487960815,0.8193985819816589
ASL,alone,9,36,0.8231268934905529,0.5457265933790983,0.163371741771698,2.159193515777588,0.6694585084915161
ASL,halloween,9,36,0.8228845281733407,0.2722178501512374,0.3438108563423157,1.370561957359314,0.7916402816772461
ASL,spit,4,6,0.8225200821955999,0.30089801575274405,0.3141721189022064,1.1746717691421509,0.8988998234272003
ASL,belief,7,21,0.8224171343303862,0.2283979660891904,0.5121861696243286,1.3579875230789185,0.8178004622459412
ASL,broke,5,10,0.8223362863063812,0.3101166557931025,0.4334617853164673,1.3610546588897705,0.7735196650028229
ASL,later,12,66,0.8220581381835721,0.2898195363246637,0.06692241877317429,1.233124017715454,0.8756543695926666
ASL,forbid,4,6,0.8220249613126119,0.20560966212294995,0.5393825769424438,1.1312127113342285,0.7699207961559296
ASL,generation,4,6,0.8217169543107351,0.22038247085534915,0.5512428283691406,1.168124794960022,0.7865898311138153
ASL,awful,8,28,0.8208129916872297,0.24687853084850384,0.484735906124115,1.4397345781326294,0.7789156436920166
ASL,ahead,4,6,0.8202540477116903,0.2298050150237747,0.5797466039657593,1.22573721408844,0.7722055315971375
ASL,heart attack,5,10,0.8201673924922943,0.2375048723063252,0.5455284714698792,1.339065432548523,0.7681649029254913
ASL,pressure,5,10,0.8191054239869118,0.32406694611018105,0.22926218807697296,1.2581455707550049,0.7326879799365997
ASL,letter,11,55,0.8188728329810229,0.280428116567238,0.23483334481716156,1.5608850717544556,0.8438851833343506
ASL,whatever,4,6,0.8185830215613047,0.22543574328100316,0.5609551072120667,1.129477858543396,0.7611147463321686
ASL,appear,7,21,0.8183285941680273,0.2992935003552579,0.24871130287647247,1.3495278358459473,0.88367760181427
ASL,herself,7,21,0.8176700870196024,0.2708368597754318,0.25898998975753784,1.2085931301116943,0.7684481143951416
ASL,and,5,10,0.8167947441339493,0.263796425259194,0.33687612414360046,1.3197696208953857,0.8233586549758911
ASL,plenty,5,10,0.8166123017668724,0.25114833364817113,0.2347741574048996,1.066311240196228,0.926590621471405
ASL,bully,6,15,0.8163354396820068,0.20724453803047901,0.5067663788795471,1.2307542562484741,0.7617195844650269
ASL,restroom,3,3,0.8161956667900085,0.32361888881014966,0.3687886595726013,1.1233497858047485,0.9564485549926758
ASL,exercise,5,10,0.8152250647544861,0.23029908642500732,0.390461802482605,1.2252087593078613,0.7478107511997223
ASL,jump,6,15,0.8146654049555461,0.2754349016948411,0.3702234923839569,1.219075322151184,0.8492907881736755
ASL,toilet paper,4,6,0.8139936625957489,0.20167655336601403,0.5121490359306335,1.1552542448043823,0.8001590073108673
ASL,subway,5,10,0.8138076543807984,0.14231238926620005,0.6366890072822571,1.0298775434494019,0.8648382425308228
ASL,mainstream,5,10,0.8136641502380371,0.2879258267677816,0.5511565804481506,1.24065363407135,0.6047862470149994
ASL,iran,7,21,0.8135210559481666,0.20459868069417456,0.47538548707962036,1.2261565923690796,0.7875530123710632
ASL,country,9,36,0.812648608452744,0.27125202853862435,0.22242441773414612,1.3528048992156982,0.8169107735157013
ASL,educate,7,21,0.8119771267686572,0.2720601804949823,0.2709144949913025,1.3652172088623047,0.7627443075180054
ASL,table,5,10,0.8107315182685852,0.1717993136017579,0.575127363204956,1.1953814029693604,0.780185729265213
ASL,local,4,6,0.8105690826972326,0.18368439311680249,0.47463974356651306,1.0521472692489624,0.8097225725650787
ASL,perspective,10,45,0.8104416390260061,0.2790924943588179,0.25312525033950806,1.5696113109588623,0.7787510752677917
ASL,reduce,5,10,0.809217992424965,0.1936648038840222,0.4738353192806244,1.1506918668746948,0.7734352648258209
ASL,mean,8,28,0.8090594676988465,0.1778151174698323,0.49386945366859436,1.1410343647003174,0.7788001596927643
ASL,relax,4,6,0.8089087208112081,0.23516210194295437,0.5607166290283203,1.2342525720596313,0.7162178158760071
ASL,thanksgiving,13,78,0.8084131550903504,0.3358126024579706,0.09506057947874069,1.6889891624450684,0.8193697333335876
ASL,minus,4,6,0.8083665569623312,0.19477893748520994,0.4590638279914856,1.0422779321670532,0.784395158290863
ASL,summer,7,21,0.8082458391076043,0.291164613325943,0.33904069662094116,1.565539836883545,0.8157199621200562
ASL,receive,5,10,0.8081104904413223,0.21819409281566743,0.3408608138561249,1.1249819993972778,0.8291625380516052
ASL,ear,8,28,0.8079909809998104,0.7335222247279013,0.17202940583229065,2.3048739433288574,0.4349018931388855
ASL,singer,4,6,0.8076249659061432,0.1461689927641982,0.5205491781234741,0.9541623592376709,0.8366144895553589
ASL,somewhere,4,6,0.8067584037780762,0.18083098776292636,0.5742027759552002,1.084555983543396,0.7739182114601135
ASL,forest,7,21,0.8054728593145098,0.2607478562626322,0.3758186101913452,1.2943367958068848,0.711293637752533
ASL,confused,6,15,0.8054336071014404,0.11872292438552483,0.6090152263641357,1.0921458005905151,0.78499835729599
ASL,monster,5,10,0.8050333380699157,0.11225463357465601,0.6298131346702576,1.0645819902420044,0.7918987572193146
ASL,stomach,7,21,0.8045297048631168,0.4947414729617991,0.06303607672452927,1.8684526681900024,0.6870710253715515
ASL,tutor,5,10,0.8043359011411667,0.2143251873217859,0.4919452369213104,1.2373003959655762,0.7804778516292572
ASL,spray,8,28,0.8042637860136372,0.37918574127851795,0.24887673556804657,1.538832187652588,0.8047361075878143
ASL,swallow,7,21,0.8030255294981457,0.4299002207619351,0.3470238447189331,1.7788488864898682,0.6491213440895081
ASL,canoe,4,6,0.8026881217956543,0.12190992397831751,0.6294987797737122,1.0004706382751465,0.8289379477500916
ASL,transfer,8,28,0.8022148375000272,0.24645855229553446,0.12532678246498108,1.1785374879837036,0.8410280048847198
ASL,boxing,4,6,0.802102267742157,0.18834337693143088,0.5657907128334045,1.107997179031372,0.8268541395664215
ASL,refuse,6,15,0.8015504717826843,0.24305082033798905,0.4189665615558624,1.2913202047348022,0.8128262758255005
ASL,nun,4,6,0.801398903131485,0.14860393095814378,0.6199098825454712,0.9725661873817444,0.8088401556015015
ASL,prison,6,15,0.8011521607637405,0.30045106909185165,0.17219309508800507,1.3484959602355957,0.7333583831787109
ASL,ill,4,6,0.8010482788085938,0.13055597229339505,0.6633850336074829,1.0526212453842163,0.764610767364502
ASL,protect,6,15,0.8006225943565368,0.28264433301720815,0.3957105875015259,1.5138541460037231,0.7457555532455444
ASL,government,10,45,0.800084967745675,0.2745095926161113,0.2663976550102234,1.2704291343688965,0.7654697299003601
ASL,exact,6,15,0.7999656895796458,0.27357945383456506,0.38155776262283325,1.1813914775848389,0.8241709470748901
ASL,order,10,45,0.7998804138766394,0.3782423766539558,0.11428317427635193,1.4282276630401611,0.8739551901817322
ASL,bear,7,21,0.7997902489843822,0.21181083617271107,0.46007290482521057,1.2088265419006348,0.8621143102645874
ASL,part,4,6,0.7992211878299713,0.27873577074000444,0.4241117835044861,1.2935863733291626,0.7514970600605011
ASL,fact,6,15,0.7985384881496429,0.20575707657384432,0.47385314106941223,1.179630994796753,0.7416549921035767
ASL,annoy,4,6,0.7984923322995504,0.1537979962656911,0.502959668636322,0.9548218250274658,0.817037045955658
ASL,race,6,15,0.7980048358440399,0.33287677018684275,0.37678030133247375,1.4523266553878784,0.7353278994560242
ASL,chop,7,21,0.7979950649397713,0.2213734088205449,0.4131479859352112,1.1913765668869019,0.7604938745498657
ASL,back,7,21,0.7978745450576147,0.30164512498442203,0.21138817071914673,1.437445878982544,0.7595655918121338
ASL,sometimes,5,10,0.7964243113994598,0.1804334225424407,0.5617612600326538,1.172339916229248,0.7419072985649109
ASL,sweep,4,6,0.7962411642074585,0.18800678533687148,0.5163480043411255,1.0339924097061157,0.8056154251098633
ASL,why,11,55,0.796045421199365,0.39169978512408465,0.09124140441417694,1.5002570152282715,0.696327805519104
ASL,wow,9,36,0.7952756881713867,0.2850266259905294,0.33970582485198975,1.4538776874542236,0.7302936017513275
ASL,clothes,5,10,0.7951430261135102,0.33458749813039235,0.4000328779220581,1.4106296300888062,0.7133505344390869
ASL,odor,5,10,0.7950396671891212,0.3139303550823138,0.24698542058467865,1.2427754402160645,0.7776266932487488
ASL,propaganda,2,1,0.794696569442749,0.0,0.794696569442749,0.794696569442749,0.794696569442749
ASL,out,5,10,0.7945199608802795,0.1772524806809912,0.5168268084526062,1.0851465463638306,0.7729285955429077
ASL,sprint,6,15,0.7945116420586904,0.2669564248561649,0.45527541637420654,1.2417488098144531,0.7194003462791443
ASL,plus,7,21,0.7943824827671051,0.19324190686524303,0.43513742089271545,1.2364639043807983,0.7782096266746521
ASL,again,8,28,0.7942090981772968,0.24566402788263483,0.37625113129615784,1.1879340410232544,0.7590014040470123
ASL,week,9,36,0.793935890412993,0.30513455742689255,0.24184994399547577,1.609456181526184,0.7370653450489044
ASL,last week,5,10,0.7933360159397125,0.18874236376226927,0.49848395586013794,1.1152311563491821,0.7866851687431335
ASL,last year,6,15,0.7932547648747762,0.21972748735345402,0.4572828412055969,1.2064785957336426,0.7238293290138245
ASL,midnight,4,6,0.793172021706899,0.15712953435807273,0.5552467107772827,0.9708666205406189,0.860078752040863
ASL,dentist,8,28,0.792933958449534,0.3656084731797707,0.10936911404132843,1.5537244081497192,0.7005724012851715
ASL,within,5,10,0.7928880512714386,0.14348758507011475,0.5491183400154114,0.9876455664634705,0.7860561311244965
ASL,sketch,6,15,0.7927396436532338,0.20989775675099667,0.38098156452178955,1.0975514650344849,0.8122320771217346
ASL,lend,6,15,0.7925765355428059,0.2188025396114075,0.3470931351184845,1.1138666868209839,0.8011852502822876
ASL,odd,4,6,0.792287011941274,0.2610615753407534,0.4547373652458191,1.2011115550994873,0.6817038655281067
ASL,goat,6,15,0.7920496304829915,0.3087346422117459,0.3249293863773346,1.1800576448440552,0.853589653968811
ASL,hot,10,45,0.7920178145170211,0.3230572640229047,0.22544391453266144,1.337992787361145,0.8400903940200806
ASL,appropriate,5,10,0.7919774711132049,0.2194194494942488,0.5733233094215393,1.2648811340332031,0.6978918015956879
ASL,fishing,6,15,0.7918704370657603,0.2101559966493637,0.48746636509895325,1.2408965826034546,0.7266559600830078
ASL,path,6,15,0.7917236010233561,0.19738928598077501,0.5241973996162415,1.1848055124282837,0.7682065367698669
ASL,build,6,15,0.7909785171349843,0.23792416023318225,0.40724167227745056,1.157991886138916,0.8646908402442932
ASL,wake up,5,10,0.7908250451087951,0.21139937506157383,0.544866681098938,1.232025384902954,0.7401504814624786
ASL,basketball,12,66,0.7906658852642233,0.3707375966844393,0.23150616884231567,1.881873369216919,0.6509467661380768
ASL,plant,5,10,0.7904484689235687,0.17953830383744385,0.5318885445594788,1.1531540155410767,0.7894541025161743
ASL,ocean,5,10,0.7900603324174881,0.19559740126629171,0.4664052426815033,1.1950955390930176,0.73310986161232
ASL,pink,9,36,0.7900271564722061,0.3601546234217486,0.17496712505817413,1.545814871788025,0.7789685726165771
ASL,accomplish,5,10,0.7885371029376984,0.2347461355489438,0.5127684473991394,1.3306406736373901,0.7406754493713379
ASL,scream,3,3,0.7877686818440756,0.2527685796209715,0.521445095539093,1.1274292469024658,0.7144317030906677
ASL,science,7,21,0.7876479696659815,0.19220061840919228,0.44055798649787903,1.3085291385650635,0.7682371139526367
ASL,prepare,7,21,0.7876338561375936,0.21642193153166284,0.42642930150032043,1.2280665636062622,0.7196193933486938
ASL,weather,8,28,0.7868787284408297,0.24395994236993507,0.3870168924331665,1.267794132232666,0.7881933152675629
ASL,rob,8,28,0.7867134043148586,0.2377173236301422,0.3699513375759125,1.3875274658203125,0.8027937114238739
ASL,proof,6,15,0.7861222982406616,0.26000107618401963,0.3061928153038025,1.1543010473251343,0.7684822082519531
ASL,doctor,10,45,0.7859113504489262,0.27340276676515124,0.20345990359783173,1.3767684698104858,0.7363956570625305
ASL,quiet,7,21,0.785782108704249,0.25741236198280754,0.32095852494239807,1.2829359769821167,0.8266290426254272
ASL,muscle,5,10,0.7856999933719635,0.18862190417245134,0.5102935433387756,1.21437406539917,0.7253070175647736
ASL,above,5,10,0.7856880694627761,0.22587623955059105,0.45885780453681946,1.1375187635421753,0.6994262635707855
ASL,skin,6,15,0.7854532450437546,0.3290690314830156,0.18989719450473785,1.3791824579238892,0.7871044874191284
ASL,clown,5,10,0.7854402035474777,0.21857414607814205,0.4191025197505951,1.1385219097137451,0.8010952472686768
ASL,octopus,5,10,0.7847827434539795,0.15657100716776184,0.5691012144088745,1.0881208181381226,0.7911266684532166
ASL,wonderful,6,15,0.78453914920489,0.2431990069703478,0.4655957818031311,1.2057851552963257,0.7554461359977722
ASL,decide,9,36,0.784523703985744,0.23824160307520473,0.3881000876426697,1.303193211555481,0.7389807403087616
ASL,problem,9,36,0.7843395330839686,0.2703208805042048,0.3542490601539612,1.5250842571258545,0.7212599515914917
ASL,beginning,7,21,0.7841803552139373,0.455608101861937,0.14933641254901886,1.440624475479126,0.5098091959953308
ASL,drama,5,10,0.783956116437912,0.16283411632497624,0.5394074320793152,1.086201548576355,0.7159436345100403
ASL,lose,9,36,0.7839065276914172,0.29094943451393557,0.18261098861694336,1.3368630409240723,0.7979038953781128
ASL,drawer,7,21,0.7837921955755779,0.24426552967278295,0.20387892425060272,1.2610223293304443,0.766586422920227
ASL,dusk,5,10,0.7836884774267674,0.29994076714113826,0.11064932495355606,1.122661828994751,0.8345791399478912
ASL,crash,9,36,0.7830388682583967,0.2557897988469332,0.15919120609760284,1.2219653129577637,0.8154937028884888
ASL,important,8,28,0.783026747405529,0.4288629539676584,0.33376532793045044,1.7401050329208374,0.6230014860630035
ASL,draw,6,15,0.7826348463694255,0.2547569167906546,0.35249438881874084,1.0670592784881592,0.9196118712425232
ASL,death,5,10,0.7823484271764756,0.23962362461799605,0.3607809841632843,1.0534929037094116,0.8078418970108032
ASL,turkey,7,21,0.7810284694035848,0.30708018223236094,0.2610877752304077,1.3196715116500854,0.6885367035865784
ASL,awake,5,10,0.7802043497562409,0.19343894511369777,0.5569873452186584,1.1608459949493408,0.6918079853057861
ASL,also,7,21,0.7800402180069969,0.2635814219603767,0.22497190535068512,1.311471700668335,0.764753520488739
ASL,address,4,6,0.7798337936401367,0.22612772685571128,0.43998420238494873,1.1333733797073364,0.7261739373207092
ASL,children,7,21,0.7798258037794203,0.2926237421619167,0.3378094732761383,1.4616427421569824,0.7708739638328552
ASL,project,7,21,0.7791016257944561,0.16622958186253958,0.3524753153324127,1.1610502004623413,0.7976322174072266
ASL,freeze,7,21,0.7789791169620696,0.27578457771807346,0.3882544934749603,1.3325252532958984,0.7651523947715759
ASL,waste,5,10,0.7788759082555771,0.21559580633133313,0.4885663092136383,1.2084076404571533,0.7490121424198151
ASL,socks,6,15,0.7786026120185852,0.29965659156887464,0.473377525806427,1.351948857307434,0.6034063696861267
ASL,careful,9,36,0.7783593903813097,0.2503760375692921,0.15713061392307281,1.384339690208435,0.7500690221786499
ASL,professional,7,21,0.7783418106181281,0.2917478036453,0.24964983761310577,1.4511315822601318,0.8000574111938477
ASL,disconnect,8,28,0.7781501944575991,0.25091327040813055,0.4081243574619293,1.357584834098816,0.7151938676834106
ASL,flute,6,15,0.778060374657313,0.2121820988428666,0.35853520035743713,1.1918858289718628,0.7953929305076599
ASL,over,6,15,0.77773796916008,0.23287191856729814,0.46330350637435913,1.256127119064331,0.8079376220703125
ASL,giraffe,7,21,0.777591388849985,0.2393177294972983,0.421291321516037,1.1797631978988647,0.7481482625007629
ASL,tiptoe,4,6,0.777577631175518,0.25678321678099514,0.21961577236652374,0.9803393483161926,0.8386688232421875
ASL,positive,5,10,0.7775552809238434,0.16703102145287407,0.35140037536621094,1.0358307361602783,0.7967922687530518
ASL,hamburger,6,15,0.7765970706939698,0.19248133668287742,0.5322380661964417,1.1462560892105103,0.7070680856704712
ASL,car,7,21,0.7762951822507949,0.19041036049952192,0.4825354218482971,1.1391255855560303,0.7176175713539124
ASL,olympics,3,3,0.7761075894037882,0.2240428677089794,0.5005656480789185,1.0493417978286743,0.778415322303772
ASL,attention,6,15,0.7756467898686726,0.20306842041879544,0.5554485321044922,1.230428695678711,0.6784484386444092
ASL,grandfather,7,21,0.7740196599846795,0.3762604578210643,0.3391457498073578,1.6512497663497925,0.6096035242080688
ASL,jealous,8,28,0.7739998235234192,0.3295985432702324,0.1585574895143509,1.5116627216339111,0.7179770767688751
ASL,stink,8,28,0.773947940341064,0.22216251913117882,0.44332459568977356,1.3114351034164429,0.7270013988018036
ASL,blow,5,10,0.773925918340683,0.21117863548564972,0.4397459030151367,1.0743616819381714,0.8160038590431213
ASL,gorilla,5,10,0.7738472640514373,0.20074789052941266,0.500023603439331,1.1772009134292603,0.6922768950462341
ASL,talent,4,6,0.7737531960010529,0.280807409803919,0.3023598790168762,1.1169461011886597,0.7593792080879211
ASL,tobacco,4,6,0.7732858657836914,0.16054073825431908,0.5593180060386658,1.016239047050476,0.7882451415061951
ASL,total,5,10,0.7730319321155548,0.12637417417937472,0.5436302423477173,0.9295827150344849,0.7831506729125977
ASL,senior,6,15,0.7726870656013489,0.11944054137768959,0.5063182711601257,0.9347373843193054,0.7846944332122803
ASL,there,6,15,0.7718890269597372,0.15084695596478997,0.4818553924560547,1.0177720785140991,0.7664178609848022
ASL,except,5,10,0.7715496331453323,0.1972384859231348,0.4110834300518036,1.0602219104766846,0.7745321989059448
ASL,furniture,3,3,0.7715288897355398,0.2913099850162983,0.3692074716091156,1.0494709014892578,0.8959082961082458
ASL,anatomy,4,6,0.7714045246442159,0.11898438080734133,0.6113452911376953,0.9545042514801025,0.7420983612537384
ASL,rise,7,21,0.7712489650363014,0.2675669430241316,0.4623728096485138,1.4830354452133179,0.7107768654823303
ASL,japan,7,21,0.771112098580315,0.14714518164677445,0.5234973430633545,1.0929995775222778,0.7526450753211975
