video,frames,pose_missing,hand_missing,face_missing,pose_detection,face_detection,left_hand_missing_rate,right_hand_missing_rate,both_hand_missing_rate,hand_detection_rate,usable,dataset
01076.npz,60,0.016666666666666666,0.18333333333333332,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01079.npz,60,0.0,0.6,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01100.npz,60,0.0,0.475,0.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,ASL
01101.npz,60,0.016666666666666666,0.5083333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.45,0.45,0.45,0.55,False,ASL
01103.npz,60,0.016666666666666666,0.06666666666666667,0.9,0.9833333333333333,0.1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01107.npz,60,0.0,0.5083333333333333,0.65,1.0,0.35,0.45,0.45,0.45,0.55,False,ASL
65020.npz,60,0.0,0.6583333333333333,0.0,1.0,1.0,0.6,0.6,0.6,0.4,False,ASL
01118.npz,60,0.0,0.6083333333333333,0.0,1.0,1.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.7666666666666666,False,ASL
01120.npz,60,0.016666666666666666,0.7166666666666667,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.45,0.45,0.45,0.55,False,ASL
01122.npz,60,0.016666666666666666,0.5083333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01127.npz,60,0.0,0.7333333333333333,1.0,1.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
65021.npz,60,0.0,0.7666666666666667,0.0,1.0,1.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,False,ASL
01157.npz,60,0.016666666666666666,0.6083333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.41666666666666663,False,ASL
01158.npz,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01159.npz,60,0.03333333333333333,0.05,0.03333333333333333,0.9666666666666667,0.9666666666666667,0.05,0.05,0.05,0.95,True,ASL
01160.npz,60,0.016666666666666666,0.041666666666666664,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9666666666666667,True,ASL
01162.npz,60,0.0,0.4666666666666667,0.0,1.0,1.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
65022.npz,60,0.0,0.49166666666666664,0.0,1.0,1.0,0.45,0.45,0.45,0.55,False,ASL
01206.npz,60,0.0,0.7416666666666667,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01207.npz,60,0.0,0.7166666666666667,0.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
01208.npz,60,0.0,0.8083333333333333,0.0,1.0,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.3833333333333333,False,ASL
01209.npz,60,0.0,0.675,0.016666666666666666,1.0,0.9833333333333333,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
01214.npz,60,0.016666666666666666,0.5083333333333333,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01217.npz,60,0.0,0.6833333333333333,1.0,1.0,0.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
65024.npz,60,0.0,0.7833333333333333,0.0,1.0,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.41666666666666663,False,ASL
01226.npz,60,0.0,0.43333333333333335,0.016666666666666666,1.0,0.9833333333333333,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
01227.npz,60,0.0,0.2916666666666667,0.0,1.0,1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.7333333333333334,True,ASL
01229.npz,60,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01231.npz,60,0.0,0.4,0.0,1.0,1.0,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.6833333333333333,False,ASL
01244.npz,60,0.0,0.425,0.0,1.0,1.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01245.npz,60,0.0,0.30833333333333335,0.016666666666666666,1.0,0.9833333333333333,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.8166666666666667,False,ASL
01252.npz,60,0.0,0.5333333333333333,0.9166666666666666,1.0,0.08333333333333333,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
65025.npz,60,0.0,0.5333333333333333,0.016666666666666666,1.0,0.9833333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
01264.npz,60,0.0,0.475,1.0,1.0,0.0,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.8833333333333333,False,ASL
01265.npz,60,0.0,0.675,0.0,1.0,1.0,0.35,0.35,0.35,0.65,False,ASL
01266.npz,60,0.016666666666666666,0.65,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.3,0.3,0.3,0.7,False,ASL
01268.npz,60,0.05,0.525,0.05,0.95,0.95,0.05,0.05,0.05,0.95,False,ASL
01318.npz,60,0.0,0.5333333333333333,0.0,1.0,1.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
01319.npz,60,0.0,0.48333333333333334,0.016666666666666666,1.0,0.9833333333333333,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
01320.npz,60,0.016666666666666666,0.4,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,False,ASL
01321.npz,60,0.016666666666666666,0.45,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
01323.npz,60,0.08333333333333333,0.525,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.9166666666666666,False,ASL
01327.npz,60,0.0,0.5583333333333333,0.0,1.0,1.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01373.npz,60,0.0,0.625,0.0,1.0,1.0,0.6,0.6,0.6,0.4,False,ASL
01374.npz,60,0.016666666666666666,0.55,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.5,0.5,0.5,0.5,False,ASL
01376.npz,60,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,ASL
01377.npz,60,0.11666666666666667,0.13333333333333333,0.11666666666666667,0.8833333333333333,0.8833333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.8666666666666667,True,ASL
01381.npz,60,0.0,0.6166666666666667,0.0,1.0,1.0,0.55,0.55,0.55,0.44999999999999996,False,ASL
01383.npz,60,0.0,0.85,0.0,1.0,1.0,0.7,0.7,0.7,0.30000000000000004,False,ASL
01384.npz,60,0.0,0.6166666666666667,0.6166666666666667,1.0,0.38333333333333336,0.35,0.35,0.35,0.65,False,ASL
01385.npz,60,0.0,0.65,0.016666666666666666,1.0,0.9833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,False,ASL
01386.npz,60,0.0,0.6166666666666667,0.0,1.0,1.0,0.25,0.25,0.25,0.75,False,ASL
01387.npz,60,0.0,0.65,0.0,1.0,1.0,0.3,0.3,0.3,0.7,False,ASL
01388.npz,60,0.016666666666666666,0.6916666666666667,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.4,0.4,0.4,0.6,False,ASL
01391.npz,60,0.016666666666666666,0.48333333333333334,0.1,0.9833333333333333,0.9,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01398.npz,60,0.0,0.675,1.0,1.0,0.0,0.35,0.35,0.35,0.65,False,ASL
65029.npz,60,0.0,0.7416666666666667,0.0,1.0,1.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.4833333333333333,False,ASL
01418.npz,60,0.0,0.6333333333333333,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01419.npz,60,0.0,0.6,0.25,1.0,0.75,0.4,0.4,0.4,0.6,False,ASL
01420.npz,60,0.0,0.31666666666666665,0.016666666666666666,1.0,0.9833333333333333,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.8166666666666667,False,ASL
01421.npz,60,0.0,0.43333333333333335,0.0,1.0,1.0,0.3,0.3,0.3,0.7,False,ASL
01422.npz,60,0.016666666666666666,0.36666666666666664,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
01428.npz,60,0.0,0.5083333333333333,1.0,1.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
65030.npz,60,0.0,0.4666666666666667,0.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,ASL
01433.npz,60,0.0,0.5,0.0,1.0,1.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
01434.npz,60,0.0,0.5,0.0,1.0,1.0,0.45,0.45,0.45,0.55,False,ASL
01435.npz,60,0.0,0.5,0.016666666666666666,1.0,0.9833333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.8666666666666667,False,ASL
01436.npz,60,0.016666666666666666,0.44166666666666665,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,ASL
01438.npz,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01442.npz,60,0.0,0.5416666666666666,0.0,1.0,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
65031.npz,60,0.0,0.5666666666666667,0.0,1.0,1.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.4833333333333333,False,ASL
01460.npz,60,0.0,0.5666666666666667,0.0,1.0,1.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.4833333333333333,False,ASL
01461.npz,60,0.0,0.625,0.0,1.0,1.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4666666666666667,False,ASL
01462.npz,60,0.0,0.31666666666666665,0.016666666666666666,1.0,0.9833333333333333,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.8166666666666667,False,ASL
01463.npz,60,0.016666666666666666,0.44166666666666665,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,ASL
01464.npz,60,0.016666666666666666,0.30833333333333335,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.7333333333333334,False,ASL
01466.npz,60,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,ASL
01471.npz,60,0.0,0.625,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
65032.npz,60,0.0,0.5833333333333334,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01473.npz,60,0.0,0.5083333333333333,0.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
01474.npz,60,0.016666666666666666,0.39166666666666666,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01477.npz,60,0.016666666666666666,0.35,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01479.npz,60,0.0,0.6166666666666667,0.016666666666666666,1.0,0.9833333333333333,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.43333333333333335,False,ASL
65033.npz,60,0.0,0.5416666666666666,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01485.npz,60,0.0,0.7583333333333333,0.0,1.0,1.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.4833333333333333,False,ASL
01486.npz,60,0.0,0.6166666666666667,0.0,1.0,1.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.7666666666666666,False,ASL
01487.npz,60,0.016666666666666666,0.775,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.55,0.55,0.55,0.44999999999999996,False,ASL
01489.npz,60,0.016666666666666666,0.5083333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01490.npz,60,0.0,0.5,0.016666666666666666,1.0,0.9833333333333333,0.0,0.0,0.0,1.0,False,ASL
01495.npz,60,0.0,0.8166666666666667,0.0,1.0,1.0,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.3666666666666667,False,ASL
65034.npz,60,0.0,0.7916666666666666,0.0,1.0,1.0,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.3833333333333333,False,ASL
01505.npz,60,0.0,0.675,0.0,1.0,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
01506.npz,60,0.0,0.4083333333333333,0.016666666666666666,1.0,0.9833333333333333,0.15,0.15,0.15,0.85,False,ASL
01507.npz,60,0.0,0.38333333333333336,0.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,False,ASL
01515.npz,60,0.0,0.55,0.016666666666666666,1.0,0.9833333333333333,0.5,0.5,0.5,0.5,False,ASL
01552.npz,60,0.0,0.8416666666666667,0.0,1.0,1.0,0.7,0.7,0.7,0.30000000000000004,False,ASL
01553.npz,60,0.0,0.6,0.0,1.0,1.0,0.2,0.2,0.2,0.8,False,ASL
01554.npz,60,0.016666666666666666,0.6583333333333333,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
01556.npz,60,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,False,ASL
01557.npz,60,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,False,ASL
01558.npz,60,0.0,0.75,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01560.npz,60,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.9333333333333333,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,False,ASL
01561.npz,60,0.016666666666666666,0.49166666666666664,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9666666666666667,False,ASL
01564.npz,60,0.0,0.825,0.0,1.0,1.0,0.65,0.65,0.65,0.35,False,ASL
01575.npz,60,0.0,0.475,0.0,1.0,1.0,0.45,0.45,0.45,0.55,False,ASL
01576.npz,60,0.0,0.2916666666666667,0.016666666666666666,1.0,0.9833333333333333,0.2,0.2,0.2,0.8,True,ASL
01577.npz,60,0.016666666666666666,0.45,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01579.npz,60,0.016666666666666666,0.041666666666666664,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01582.npz,60,0.0,0.5416666666666666,0.0,1.0,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
01583.npz,60,0.0,0.475,0.0,1.0,1.0,0.45,0.45,0.45,0.55,False,ASL
01584.npz,60,0.0,0.2916666666666667,0.016666666666666666,1.0,0.9833333333333333,0.2,0.2,0.2,0.8,True,ASL
01585.npz,60,0.016666666666666666,0.35,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.7166666666666667,False,ASL
01586.npz,60,0.016666666666666666,0.041666666666666664,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01587.npz,60,0.0,0.5416666666666666,0.0,1.0,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
65037.npz,60,0.0,0.39166666666666666,0.016666666666666666,1.0,0.9833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,False,ASL
01598.npz,60,0.0,0.2916666666666667,0.016666666666666666,1.0,0.9833333333333333,0.15,0.15,0.15,0.85,True,ASL
01599.npz,60,0.016666666666666666,0.5083333333333333,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.6833333333333333,False,ASL
01602.npz,60,0.0,0.175,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,ASL
01605.npz,60,0.0,0.575,0.0,1.0,1.0,0.55,0.55,0.55,0.44999999999999996,False,ASL
01621.npz,60,0.0,0.625,0.0,1.0,1.0,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.4833333333333333,False,ASL
01622.npz,60,0.0,0.5416666666666666,0.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
01624.npz,60,0.016666666666666666,0.6916666666666667,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.4,0.4,0.4,0.6,False,ASL
01626.npz,60,0.016666666666666666,0.36666666666666664,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01627.npz,60,0.0,0.5,0.016666666666666666,1.0,0.9833333333333333,0.0,0.0,0.0,1.0,False,ASL
01642.npz,60,0.0,0.375,0.016666666666666666,1.0,0.9833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,False,ASL
01643.npz,60,0.016666666666666666,0.4166666666666667,0.01730769230769231,0.9833333333333333,0.9826923076923076,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
01646.npz,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
01652.npz,60,0.0,0.5583333333333333,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01653.npz,60,0.0,0.5416666666666666,0.0,1.0,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
01724.npz,60,0.0,0.75,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01726.npz,60,0.0,0.575,0.016666666666666666,1.0,0.9833333333333333,0.15,0.15,0.15,0.85,False,ASL
01727.npz,60,0.016666666666666666,0.725,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.45,0.45,0.45,0.55,False,ASL
01729.npz,60,0.0,0.48333333333333334,0.0,1.0,1.0,0.0,0.0,0.0,1.0,False,ASL
01730.npz,60,0.0,0.30833333333333335,0.0,1.0,1.0,0.0,0.0,0.0,1.0,False,ASL
01734.npz,60,0.0,0.7833333333333333,0.016666666666666666,1.0,0.9833333333333333,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.43333333333333335,False,ASL
65038.npz,60,0.0,0.725,0.0,1.0,1.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
01801.npz,60,0.0,0.5166666666666667,0.016666666666666666,1.0,0.9833333333333333,0.5,0.5,0.5,0.5,False,ASL
01802.npz,60,0.016666666666666666,0.575,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
01804.npz,60,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,ASL
01808.npz,60,0.0,0.5333333333333333,0.0,1.0,1.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.5166666666666666,False,ASL
65040.npz,60,0.0,0.5083333333333333,0.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,ASL
01831.npz,60,0.0,0.49166666666666664,0.017948717948717947,1.0,0.982051282051282,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,False,ASL
01832.npz,60,0.016666666666666666,0.55,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.4833333333333333,False,ASL
01836.npz,60,0.08333333333333333,0.15833333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.9166666666666666,True,ASL
01839.npz,60,0.0,0.6166666666666667,0.016666666666666666,1.0,0.9833333333333333,0.6,0.6,0.6,0.4,False,ASL
01874.npz,60,0.0,0.375,0.06666666666666667,1.0,0.9333333333333333,0.3,0.3,0.3,0.7,False,ASL
01875.npz,60,0.0,0.2833333333333333,0.016666666666666666,1.0,0.9833333333333333,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.8166666666666667,True,ASL
01876.npz,60,0.016666666666666666,0.5083333333333333,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.45,0.45,0.45,0.55,False,ASL
01878.npz,60,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,ASL
01880.npz,60,0.0,0.5833333333333334,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
01986.npz,60,0.0,0.4,0.0,1.0,1.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01987.npz,60,0.0,0.4,0.01730769230769231,1.0,0.9826923076923076,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.6833333333333333,False,ASL
01988.npz,60,0.016666666666666666,0.4083333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.7166666666666667,False,ASL
01991.npz,60,0.016666666666666666,0.5083333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,False,ASL
01992.npz,60,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
02003.npz,60,0.0,0.4666666666666667,0.0,1.0,1.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
65043.npz,60,0.0,0.49166666666666664,0.016666666666666666,1.0,0.9833333333333333,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
69206.npz,60,0.0,0.31666666666666665,0.016666666666666666,1.0,0.9833333333333333,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.7833333333333333,False,ASL
01922.npz,60,0.0,0.4,0.016666666666666666,1.0,0.9833333333333333,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.6833333333333333,False,ASL
01923.npz,60,0.0,0.13333333333333333,0.016666666666666666,1.0,0.9833333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,True,ASL
01924.npz,60,0.0,0.36666666666666664,0.016666666666666666,1.0,0.9833333333333333,0.15,0.15,0.15,0.85,False,ASL
01926.npz,60,0.06666666666666667,0.06666666666666667,0.08333333333333333,0.9333333333333333,0.9166666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.9333333333333333,True,ASL
01927.npz,60,0.0,0.525,0.016666666666666666,1.0,0.9833333333333333,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01955.npz,60,0.0,0.43333333333333335,0.0,1.0,1.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
01956.npz,60,0.0,0.25833333333333336,0.016666666666666666,1.0,0.9833333333333333,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.8166666666666667,True,ASL
01957.npz,60,0.016666666666666666,0.5083333333333333,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
01960.npz,60,0.0,0.24166666666666667,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,ASL
01962.npz,60,0.0,0.23333333333333334,0.0,1.0,1.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9666666666666667,True,ASL
01965.npz,60,0.0,0.44166666666666665,1.0,1.0,0.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.6333333333333333,False,ASL
65050.npz,60,0.0,0.7,0.0,1.0,1.0,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.3666666666666667,False,ASL
65051.npz,60,0.0,0.6,0.0,1.0,1.0,0.6,0.6,0.6,0.4,False,ASL
02008.npz,60,0.0,0.625,0.0,1.0,1.0,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.5666666666666667,False,ASL
02009.npz,60,0.0,0.5,0.016666666666666666,1.0,0.9833333333333333,0.3,0.3,0.3,0.7,False,ASL
02010.npz,60,0.016666666666666666,0.75,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.55,0.55,0.55,0.44999999999999996,False,ASL
02012.npz,60,0.016666666666666666,0.11666666666666667,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.9833333333333333,True,ASL
02014.npz,60,0.0,0.5833333333333334,0.6166666666666667,1.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
02045.npz,60,0.0,0.6,0.0,1.0,1.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.43333333333333335,False,ASL
02046.npz,60,0.016666666666666666,0.38333333333333336,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,False,ASL
02048.npz,60,0.05,0.058333333333333334,0.05,0.95,0.95,0.05,0.05,0.05,0.95,True,ASL
02049.npz,60,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.9833333333333333,0.9833333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.9666666666666667,True,ASL
02052.npz,60,0.0,0.5166666666666667,0.0,1.0,1.0,0.5,0.5,0.5,0.5,False,ASL
65052.npz,60,0.0,0.45,0.016666666666666666,1.0,0.9833333333333333,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5833333333333333,False,ASL
65053.npz,60,0.0,0.625,0.0,1.0,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.41666666666666663,False,ASL
65054.npz,60,0.0,0.44166666666666665,0.016666666666666666,1.0,0.9833333333333333,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.6166666666666667,False,ASL
02091.npz,60,0.0,0.7083333333333334,0.016666666666666666,1.0,0.9833333333333333,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.31666666666666665,False,ASL
02092.npz,60,0.0,0.36666666666666664,0.0,1.0,1.0,0.2,0.2,0.2,0.8,False,ASL
02093.npz,60,0.016666666666666666,0.575,0.03333333333333333,0.9833333333333333,0.9666666666666667,0.45,0.45,0.45,0.55,False,ASL
02095.npz,60,0.05,0.058333333333333334,0.05,0.95,0.95,0.05,0.05,0.05,0.95,True,ASL
